fips_id	precinct_number	precinct	population_total	population_black	population_asian	population_white	population_multiracial	population_other	population_hispanic	housing_units
51059	332	COATES	10071	2117	3631	2978	793	552	1135	4927
51059	504	BRISTOW	5665	997	1507	1158	791	1212	2042	1799
51061	106	BALDWIN RIDGE	2408	177	37	1934	213	47	152	817
51077	108	COMERS ROCK	319	9	0	300	5	5	6	248
51085	107	CHICKAHOMINY	2137	139	50	1803	134	11	59	739
51087	117	WESTWOOD	2779	169	98	2211	166	135	211	1409
51087	418	WELBORNE	3182	643	224	1976	238	101	198	1313
51087	419	WEST END	3568	301	182	2789	229	67	182	1715
51107	216	LOWES ISLAND	3620	160	458	2528	379	95	260	1180
51107	214	SUGARLAND NORTH	4639	272	531	3052	476	308	690	1690
51107	217	SOUTH BANK	4455	189	856	2858	444	108	341	1525
51107	215	SUGARLAND SOUTH	5413	360	572	2382	831	1268	2086	1645
51107	314	LEGACY	5100	209	2624	1801	381	85	257	1361
51107	312	BRIAR WOODS	5853	396	2535	2277	522	123	452	1738
51107	313	PINEBROOK	6114	550	1913	2919	596	136	489	1745
51107	416	HAMILTON	4749	125	218	3862	414	130	311	1593
51107	508	BALLS BLUFF	4467	404	506	2754	551	252	598	1314
51107	509	TOLBERT	6521	788	1376	2849	798	710	1322	2174
51107	510	HERITAGE	2499	65	56	2065	231	82	190	750
51107	507	GREENWAY	2372	162	102	1763	237	108	269	959
51107	620	RUSSELL BRANCH	4561	269	575	3002	488	227	548	1665
51107	617	OAK GROVE	2461	295	956	633	230	347	497	766
51107	615	HILLSIDE	4165	266	649	2744	394	112	320	1353
51107	622	FARMWELL STATION	5756	812	1231	2760	625	328	756	2437
51107	616	EAGLE RIDGE	5115	232	1679	2613	475	116	389	1433
51107	709	MIRROR RIDGE	5212	444	1032	1883	716	1137	1861	1527
51107	707	CLAUDE MOORE PARK	3727	456	884	1593	455	339	684	1372
51107	708	SENECA	3659	180	701	2174	452	152	412	1216
51107	817	SANDERS CORNER	5746	466	1011	3476	595	198	588	2049
51127	401	PROVIDENCE FORGE	3101	423	48	2392	176	62	87	1229
51127	502	CHICKAHOMINY RIVER	2373	101	19	2000	195	58	74	1034
51143	202	BEARSKIN	526	118	0	389	13	6	13	242
51153	509	MC COART	4234	417	327	2933	426	131	410	1500
51153	511	WESTRIDGE	5302	1320	601	2455	740	186	633	1751
51153	709	FREEDOM	6429	3152	755	1240	728	554	1046	2309
51165	205	SILVER LAKE	4453	124	63	3383	431	452	892	1590
51167	304	CLEVELAND	1190	3	0	1154	28	5	10	641
51171	304	FORT VALLEY	1524	5	20	1367	113	19	53	810
51199	201	COVENTRY	9261	1183	1035	5610	1123	310	913	3046
51199	202	KILN CREEK	3575	464	478	2186	337	110	247	1475
51119	401	HARMONY VILLAGE	2009	380	8	1469	115	37	44	1201
51119	501	WILTON	2186	157	4	1898	116	11	31	1373
51167	601	EAST LEBANON	2058	10	3	1993	48	4	13	947
51167	602	ELK GARDEN	2462	2	4	2404	52	0	2	1135
51033	601	CHILESBURG	2962	643	24	1879	304	112	227	1135
51001	802	MELFA	1898	857	18	904	39	80	115	934
51001	803	WACHAPREAGUE	1006	139	2	783	48	34	70	712
51031	601	KINGS	3429	510	10	2615	210	84	84	1579
51031	602	CONCORD	4173	532	17	3337	220	67	110	1764
51033	302	WOODFORD	3242	682	28	2206	223	103	193	1366
51053	101	WHITE OAK	1064	150	0	851	39	24	26	479
51053	102	ROCKY RUN	1798	263	1	1424	88	22	36	837
51053	201	ROHOIC	2045	719	11	961	117	237	296	820
51053	402	MCKENNEY	1810	442	6	1224	114	24	47	796
51053	501	EDGEHILL	1030	561	8	368	53	40	41	376
51053	502	CHESDIN	4358	2151	20	1816	252	119	218	1742
51061	203	WARRENTON	4647	611	121	3353	387	175	427	1877
51087	108	HUNGARY CREEK	5402	670	726	3431	415	160	347	2146
51087	109	HUNTON	1424	147	49	1082	111	35	70	537
51087	111	LAKESIDE	6249	784	215	4247	502	501	800	2879
51087	112	LONGAN	4738	810	663	2535	431	299	480	2006
51087	113	MAUDE TREVVETT	1781	352	125	1088	102	114	155	722
51087	114	MONUMENT HILLS	1310	23	28	1156	77	26	48	639
51087	115	STAPLES MILL	5116	824	312	3577	313	90	196	2225
51087	303	INNSBROOK	5130	407	1874	2452	317	80	187	1864
51087	304	JACKSON DAVIS	2721	274	179	1974	199	95	186	1048
51087	305	NUCKOLS FARM	4808	116	362	4006	280	44	152	1569
51087	306	POCAHONTAS	4901	408	1297	2810	304	82	205	2207
51087	307	RIDGE	2474	282	110	1760	180	142	220	1014
51087	308	RIVERS EDGE	5487	208	2160	2816	249	54	118	1789
51087	309	SADLER	5843	354	2177	2813	388	111	240	1879
51087	310	SHADY GROVE	5070	214	936	3555	300	65	198	1743
51087	312	SPRINGFIELD	3520	603	635	1846	279	157	287	1657
51087	313	STONEY RUN	6552	308	1603	4195	354	92	252	2505
51087	314	THREE CHOPT	4543	423	417	3010	380	313	465	2051
51087	315	TUCKER	8405	2124	2517	2814	602	348	653	4328
51087	402	CRESTVIEW	4114	369	311	2791	324	319	492	1861
51087	403	DERBYSHIRE	2409	32	59	2200	100	18	54	961
51087	404	FREEMAN	2316	52	62	1992	144	66	128	1065
51087	405	GAYTON	3988	163	174	3376	231	44	131	1704
51087	406	GODWIN	3015	115	100	2558	188	54	150	1319
51087	407	LAKEWOOD	3099	283	126	2338	273	79	260	1527
51087	408	LAUDERDALE	4185	911	160	2618	337	159	349	1847
51087	409	MAYBEURY	3456	393	135	2580	243	105	255	1478
51087	410	MOORELAND	2013	4	71	1836	94	8	40	698
51087	411	PEMBERTON	5220	950	631	2576	557	506	983	2036
51087	412	PINCHBECK	5377	712	367	3398	549	351	724	2216
51087	413	RIDGEFIELD	4750	251	561	3506	355	77	241	1735
51087	414	ROLLINGWOOD	2501	11	18	2349	100	23	52	912
51087	415	SKIPWITH	2838	331	547	1292	309	359	497	1072
51087	416	SPOTTSWOOD	1428	50	26	1261	68	23	37	563
51087	417	TUCKAHOE	4836	55	103	4490	155	33	91	1724
51087	510	MEHFOUD	2789	1614	35	949	141	50	78	1068
51087	511	MONTROSE	6625	4726	53	1372	280	194	248	2885
51087	512	NINE MILE	2305	1139	13	968	114	71	98	955
51087	513	PLEASANTS	5378	4399	15	654	187	123	185	2215
51119	201	NEW MARKET	2262	64	9	2039	102	48	68	2027
51153	102	CEDAR POINT	6589	643	689	4016	858	383	905	1918
51153	103	GLENKIRK	4529	400	799	2651	516	163	534	1300
51153	105	LIMESTONE	6917	819	1164	3715	857	362	909	2035
51153	203	BENNETT	5107	623	530	2865	656	433	933	1441
51153	204	ELLIS	7069	587	499	2395	988	2600	3674	2182
51153	205	BUCKHALL	5303	727	631	2927	737	281	655	1740
51153	211	SIGNAL HILL	4631	612	705	2323	527	464	860	1496
51153	602	BEVILLE	7277	1823	969	1873	1218	1394	2452	1931
51153	609	KING	5677	1533	1001	1671	780	692	1257	1597
51165	203	DAYTON	1688	27	28	1366	141	126	227	694
51165	303	MELROSE	1450	11	2	1333	54	50	98	582
51165	404	NORTH RIVER	4234	117	103	3190	328	496	853	1780
51165	405	OTTOBINE	3757	20	5	3533	119	80	130	1590
51167	403	HONAKER	1282	12	0	1246	18	6	7	641
51167	501	WEST LEBANON	4341	96	24	4064	136	21	62	2149
51199	102	WALLER MILL	4690	487	156	3586	364	97	265	2901
51199	103	MAGRUDER	7384	2066	226	4086	704	302	754	2634
51199	302	YORKTOWN	4464	455	192	3251	407	159	347	1669
51003	506	BAKER-BUTLER	4718	198	264	3667	402	187	393	1738
51013	52	GUNSTON	3908	863	374	1930	487	254	613	2027
51029	102	GEORGIA CREEK	506	74	5	379	38	10	10	221
51033	102	SPARTA	1960	415	5	1348	125	67	62	882
51033	202	SOUTH MADISON	3230	552	33	2289	269	87	188	1405
51033	502	MILFORD	2454	643	48	1468	193	102	161	964
51033	602	LAKE	2249	367	23	1522	261	76	137	818
51035	406	WOODLAWN F	567	24	5	478	40	20	43	292
51041	214	HOPKINS	2235	721	37	254	218	1005	1267	902
51041	416	EVERGREEN WEST	3443	523	333	2259	254	74	208	1498
51041	417	EDGEWATER	2946	183	301	2236	193	33	129	948
51041	516	POCOSHOCK	2975	1374	51	893	257	400	574	1097
51041	517	ROSELAND	3251	153	129	2662	257	50	152	987
51047	304	WILLOW SHADE	1795	250	24	906	163	452	562	707
51047	603	SOUTH RIDGE	1931	287	28	996	222	398	545	815
51059	133	DANBURY	1045	72	182	621	106	64	149	377
51059	134	UNIVERSITY	6470	1902	864	2337	337	1030	1110	258
51059	204	MADISON	1914	105	379	889	227	314	500	780
51059	428	PINEWOOD	6853	1896	654	1260	1034	2009	3119	2192
51059	429	HYBLA VALLEY	10314	2589	794	1679	1447	3805	5601	3412
51059	734	HUNTERS BRANCH	4161	292	1468	1921	373	107	340	1913
51059	802	CEDAR LAKE	2543	264	682	1207	297	93	252	1399
51059	804	COLCHESTER	2476	129	382	1654	248	63	180	788
51059	807	HUNT VALLEY	3296	194	470	2109	402	121	311	1029
51059	929	DIFFICULT RUN	917	23	117	681	83	13	54	330
51059	931	CARSON	5503	334	2417	2252	345	155	353	2043
51059	932	STONE SOUTH	3212	373	657	1298	381	503	823	1211
51059	933	COMPTON	1242	87	333	589	149	84	213	406
51061	404	SPRINGS VALLEY	1911	146	25	1573	122	45	98	826
51061	504	VINT HILL	6695	343	177	5462	589	124	473	2081
51069	204	NAIN	3869	51	39	3453	214	112	246	1742
51069	404	ARMEL	3812	164	89	3161	275	123	302	1288
51075	302	GOOCHLAND COURT HOUSE 2	1699	211	22	1356	78	32	52	480
51075	502	BLAIR ROAD	2254	87	173	1859	106	29	61	1106
51079	401	MIDWAY	5376	381	237	4169	358	231	430	2086
51085	105	BERKLEY	4204	1050	81	2724	235	114	209	1483
51085	106	KERSEY CREEK	1545	84	12	1372	51	26	30	575
51085	208	OAK KNOLL	2604	157	28	2244	147	28	69	1028
51085	209	WEST HANOVER	835	98	11	666	37	23	18	347
51085	210	OAK HILL	882	25	3	808	42	4	5	378
51085	705	SOUTH ANNA	1646	107	18	1442	54	25	46	669
51093	102	CYPRESS CREEK	3766	731	75	2669	231	60	137	1463
51095	203	JAMESTOWN C	3842	247	223	2992	314	66	231	1709
51095	204	JAMESTOWN D	4372	197	86	3769	273	47	178	1851
51095	504	ROBERTS D	4552	345	146	3726	277	58	165	2146
51107	118	MOOREFIELD	6415	545	2908	2321	486	155	366	2122
51107	218	UNIVERSITY CENTER	4492	613	746	2168	532	433	861	2011
51107	413	TUSCARORA	203	10	23	132	33	5	32	60
51107	414	RED ROCK	2420	180	424	1498	242	76	170	763
51107	619	RIDGETOP	4150	589	722	1462	585	792	1298	1792
51107	621	DOMINION TRAIL	5920	436	1434	3116	643	291	733	1835
51121	503	PRECINCT E-3	7066	410	1217	5019	327	93	470	119
51137	302	THREE EAST	1296	123	9	1055	71	38	85	564
51145	503	TOBACCOVILLE	1505	100	6	1296	87	16	32	539
51153	212	YORKSHIRE	11041	1081	1513	3224	1497	3726	5317	3305
51153	512	YORK	6251	1833	795	1768	749	1106	1686	2369
51153	610	FITZGERALD	6302	2224	675	1494	814	1095	1805	2077
51165	108	LITTLE NORTH MOUNTAIN	1203	9	2	1123	53	16	53	506
51177	704	GAYLE	6854	1388	365	4194	608	299	642	2402
51179	304	BARRETT	3249	661	154	1535	483	416	830	1044
51179	404	GOVERNMENT ISLAND	3866	387	100	2641	460	278	547	1289
51179	604	ENGLAND RUN	5556	1863	300	2266	697	430	913	2255
51191	204	WOODLAND HILLS	2163	13	16	2029	91	14	43	965
51199	403	GRAFTON	3139	277	162	2340	281	79	213	1392
51540	303	BUFORD	4728	510	1198	2477	397	146	375	2023
51550	54	PUGHSVILLE	3715	1923	128	1315	243	106	201	1383
51550	55	GEORGETOWN EAST	2186	1349	27	670	80	60	97	950
51550	58	EXPRESSWAY	1556	721	38	625	132	40	111	751
51550	62	FENTRESS	3558	260	73	2997	184	44	146	1262
51550	63	POPLAR BRANCH	2570	112	73	2154	195	36	123	858
51660	104	EAST	7814	519	415	5141	851	888	1727	3298
51660	203	WEST	5551	472	230	3728	479	642	1300	2120
51840	402	ROLLING HILLS	3860	227	267	2853	319	194	363	1737
51019	504	SUCK SPRINGS BAPTIST CHURCH	1580	120	4	1377	61	18	27	775
51031	302	OTTER RIVER	1417	159	6	1182	59	11	23	719
51033	401	DAWN	3715	1398	24	1957	238	98	113	1510
51033	402	CARMEL CHURCH	1042	444	10	543	35	10	33	474
51053	202	SUTHERLAND	4027	1002	33	2696	185	111	157	1673
51059	109	LITTLE RUN	1695	33	464	1006	152	40	148	553
51059	113	CANTERBURY	5690	189	1213	3616	551	121	384	1893
51059	614	RIVERSIDE	2853	128	161	2099	324	141	353	1093
51059	920	CHANTILLY	4732	260	2195	1831	329	117	304	1488
51073	103	PEASLEY	1885	139	5	1575	124	42	63	762
51073	502	WALKER	3716	283	30	3062	276	65	152	1568
51093	403	LONGVIEW	2988	751	45	1866	248	78	163	1191
51145	402	MT ZION	1754	113	4	1547	71	19	24	694
51153	206	COLES	3410	252	162	2454	390	152	416	1166
51153	208	HYLTON	3278	393	175	2053	424	233	514	1059
51153	407	HERITAGE HUNT	4713	251	422	3724	240	76	203	2594
51153	408	SUDLEY	4131	297	229	1578	648	1379	2055	1179
51153	704	PORTER	6015	2275	685	1314	764	977	1666	2356
51167	303	NEW GARDEN	1923	21	1	1877	19	5	13	918
51177	201	WILDERNESS SCHOOL	4522	800	81	2913	486	242	529	1455
51177	202	WILDERNESS FIRE	4593	351	60	3523	477	182	398	1520
51177	203	NI RIVER - ELYS FORD	3817	215	58	3129	295	120	252	1296
51177	303	RIVERBEND	7139	692	316	5041	667	423	829	2657
51177	402	PARKSIDE	7875	2327	419	3919	814	396	872	3088
51177	503	POST OAK	3463	274	22	2830	227	110	187	1279
51179	104	COLLEGE	6665	1161	214	4301	760	229	680	2076
51540	302	JOHNSON	6257	783	471	4297	528	178	380	2676
51750	2	CENTRAL PRECINCT	3221	337	36	2615	183	50	119	1490
51750	3	WEST PRECINCT	3711	309	17	3076	251	58	134	1750
51810	80	CHIMNEY HILL	4579	1431	513	1874	539	222	481	1815
51059	316	SALONA #1	1298	48	190	928	119	13	70	503
51059	333	SALONA #2	2491	49	349	1762	273	58	203	819
51059	924	SPINDLE	4858	596	1250	1232	629	1151	1644	1821
51059	930	LEES CORNER	3216	103	732	1980	292	109	237	1048
51107	119	ARCOLA	4510	568	1519	1777	485	161	443	1613
51107	120	LUNSFORD	5748	366	2585	2083	567	147	393	1586
51107	121	TOWN HALL	2968	219	820	1459	318	152	359	998
51107	122	HUTCHISON FARM	5569	410	2303	2180	546	130	437	1597
51650	217	SYMS	2029	417	105	1303	141	63	109	842
51800	304	NANSEMOND RIVER	4162	1753	77	1897	338	97	223	1477
51710	104	TITUSTOWN	10170	3310	358	4823	987	692	1720	3032
51710	309	NORVIEW	7927	4077	284	2471	659	436	708	3341
51710	311	SHERWOOD	7890	3346	487	2984	639	434	770	3341
51710	501	BAYVIEW	5407	1031	135	3414	556	271	546	2826
51059	110	NORTH SPRINGFIELD	7471	342	1911	2916	834	1468	2246	2448
51059	705	GRAHAM - GREENWAY	6672	287	807	2915	952	1711	2727	2149
51059	806	SYDENSTRICKER	4967	569	884	2743	617	154	477	1587
51107	219	GALILEE CHURCH	3978	333	414	2122	583	526	1016	1432
51107	310	MOUNTAIN VIEW	5932	230	219	4565	595	323	717	1886
51107	311	ROUND HILL ELEMENTARY	4519	118	188	3668	416	129	367	1483
51107	315	FIREHOUSE	1120	18	12	1000	73	17	51	438
51107	316	CREIGHTON'S CORNER	6766	567	2070	3157	774	198	605	2296
51107	710	STERLING	5239	353	594	1695	1012	1585	2680	1554
51107	818	BROAD RUN	3613	216	951	2039	327	80	294	1105
51107	819	HERITAGE CHURCH	3480	177	834	1922	470	77	368	1049
51107	820	BELMONT STATION	4084	279	1346	1953	372	134	328	1331
51127	403	MOUNTCASTLE	1511	116	13	1216	127	39	53	630
51153	312	TRIANGLE	5176	2145	428	1424	635	544	940	1672
51680	204	SECOND WARD FOURTH PRECINCT	1829	718	14	964	106	27	36	953
51710	507	PRETLOW	5370	1301	176	3077	552	264	564	2688
51760	310	THREE HUNDRED TEN	2263	2059	0	40	131	33	64	986
51760	414	FOUR HUNDRED FOURTEEN	2527	188	58	2074	160	47	116	1195
51760	708	SEVEN HUNDRED EIGHT	5357	1362	331	3125	394	145	325	4189
51800	101	BELLEHARBOUR	3762	1674	140	1433	300	215	367	1694
51800	204	HILLPOINT	4572	1991	156	1896	355	174	295	1661
51800	305	SHOULDERS HILL	1692	598	47	880	108	59	78	551
51800	404	BOOKER T WASHINGTON	3574	3184	7	211	124	48	88	1600
51800	405	PITTMANTOWN	986	241	3	671	60	11	26	409
51800	604	WILROY	3467	1311	63	1762	246	85	159	1276
51800	605	HOLLYWOOD	2220	2015	1	121	69	14	33	965
51800	702	HARBOURVIEW	4964	1514	270	2771	307	102	193	2467
51800	704	BURBAGE GRANT	4211	1770	133	1841	376	91	282	1420
51800	706	HUNTERSVILLE	6670	4162	133	1572	599	204	431	2702
51019	104	STEWARTSVILLE RESCUE SQUAD	2460	23	7	2316	89	25	51	1164
51019	201	BEDFORD CHRISTIAN CHURCH	1329	135	5	1119	58	12	24	650
51059	509	PLAZA	1843	462	237	928	160	56	113	948
51019	103	CHAMBLISSBURG BAPTIST CHURCH	2682	115	9	2381	154	23	58	1347
51019	302	BEDFORD REGIONAL WATER AUTH	2431	205	7	2091	99	29	36	1126
51019	303	BETHESDA UNITED METHODIST CHURCH	1411	67	7	1248	72	17	24	616
51019	401	FOREST ELEMENTARY SCHOOL	3629	230	173	2965	217	44	142	1473
51019	602	SHADY GROVE FIRE DEPARTMENT	3048	32	16	2870	102	28	19	1390
51019	604	BEDFORD WELCOME CENTER	4316	589	23	3397	250	57	94	2032
51019	704	BEDFORD CENTRAL LIBRARY	4749	816	28	3534	295	76	141	2205
51059	904	STONECROFT	3509	125	316	1529	593	946	1558	1068
51830	2	MATOAKA	6663	3425	90	2738	222	188	277	1382
51041	518	MIDLOTHIAN NORTH	5175	331	301	4179	307	57	155	1939
51051	401	HAYSI-COLLEY	2942	13	4	2876	45	4	30	1385
51051	502	NORTH CLINTWOOD	2035	4	0	1990	27	14	2	1113
51105	203	JONESVILLE	2311	3	2	2242	45	19	22	1290
51105	302	WOODWAY	2895	812	9	2007	35	32	320	753
51105	504	KEOKEE	419	0	1	404	14	0	5	190
51105	503	ROBBINS CHAPEL	256	1	0	252	3	0	0	136
51105	502	PENNINGTON	2174	10	6	2085	61	12	14	1147
51107	629	DISCOVERY	1644	270	309	687	172	206	310	857
51109	503	ELK CREEK	1455	91	17	1214	106	27	49	1041
51710	415	LAKE TAYLOR HIGH SCHOOL	4277	1755	262	1647	384	229	408	1783
51153	207	SPRIGGS	6446	1272	588	2737	1054	795	1697	1824
51025	501	TOTARO	3098	2067	10	868	89	64	77	1419
51153	106	WESTGATE	8596	1313	757	2057	1109	3360	4474	2442
51153	209	INDEPENDENT HILL	2952	94	86	2271	326	175	329	1006
51153	510	YATES FORD	2513	99	152	1911	276	75	263	872
51153	604	GIDEON	5317	1291	612	1300	794	1320	2032	1826
51153	112	BURKE-NICKENS	6515	840	1135	3563	718	259	655	2059
51153	214	LUCASVILLE	2789	77	105	2019	326	262	467	1003
51153	215	ROSA PARKS	3756	905	378	1330	583	560	1009	1056
51153	213	SARATOGA	3193	822	400	996	462	513	894	974
51153	313	CARDINAL	3842	1163	544	1287	534	314	678	1135
51153	314	CABIN BRANCH	3274	799	354	1504	411	206	415	968
51153	413	REAGAN	7052	586	990	4456	843	177	604	2300
51153	412	CATHARPIN	2917	116	194	2182	310	115	276	928
51153	514	ANTIETAM	5252	971	480	2454	735	612	1225	1830
51153	513	LYNNWOOD	4459	530	375	2339	581	634	1129	1382
51153	611	NEABSCO	4174	1311	610	1046	534	673	1164	1422
51153	711	GRAYSON	8769	1865	643	1774	1464	3023	4792	2855
51153	710	POWELLS CREEK	5962	2706	683	953	797	823	1394	2026
51153	712	LEESYLVANIA	4131	1228	579	1549	512	263	620	1322
51121	603	PRECINCT F-3	2861	101	512	2082	119	47	193	5
51015	602	RIDGEVIEW	5508	99	47	5046	248	68	140	2321
51023	101	DALEVILLE	3744	164	45	3291	202	42	116	1589
51023	102	GREENFIELD	3293	28	24	3141	89	11	49	1391
51510	210	THE HERMITAGE	3644	670	274	1945	390	365	669	1862
51710	411	RUFFNER ACADEMY	3836	3377	22	232	134	71	120	1423
51023	501	TROUTVILLE	2440	58	12	2246	109	15	35	1084
51059	514	CROSSROADS	2665	409	219	1024	319	694	1063	1326
51510	110	CHARLES HOUSTON CENTER	4953	1165	248	2971	427	142	392	2842
51810	95	DAM NECK	3277	316	119	2366	367	109	313	1193
51810	96	HILLTOP	4378	1198	156	2423	427	174	414	2016
51810	97	INDIAN RIVER	4614	1401	675	1826	507	205	471	1616
51810	98	INDEPENDENCE	3548	1185	384	1454	362	163	422	1553
51165	307	CROSSROADS	3908	47	183	3444	187	47	183	1587
51685	3	PRECINCT THREE	5112	677	701	1769	688	1277	1937	1657
51019	204	QUAKER BAPTIST CHURCH	1306	83	3	1153	52	15	35	586
51019	703	THAXTON BAPTIST CHURCH #2	1516	58	18	1355	67	18	24	728
51059	908	HIDDEN MEADOW	3111	68	806	1974	223	40	210	989
51059	909	OAK HILL	3059	78	848	1835	233	65	148	958
51059	910	LONDON TOWNE	7072	743	1723	2555	976	1075	1878	2313
51059	114	OLDE CREEK	3000	77	629	1892	255	147	318	998
51059	403	FORESTDALE	2160	389	473	938	229	131	268	794
51107	123	CARDINAL RIDGE	2747	150	536	1734	263	64	210	797
51107	124	LIBERTY	4776	436	1993	1650	468	229	461	1571
51107	125	ROCK RIDGE	4283	185	2857	933	221	87	138	1164
51107	420	RIVER CREEK	3506	185	303	2667	298	53	202	1311
51107	421	BETWEEN THE HILLS	509	14	9	432	40	14	28	207
51107	628	MOOREFIELD STATION	7392	906	1956	3422	828	280	848	2967
51107	625	MILL RUN	1789	41	371	1240	127	10	101	520
51107	626	ASHBY PONDS	1661	15	58	1561	23	4	29	1273
51107	822	RIVERSIDE	3032	229	598	1848	297	60	224	902
51059	927	ARMFIELD	3210	143	1649	1076	247	95	236	1045
51019	603	THAXTON BAPTIST CHURCH #1	812	36	0	705	55	16	24	418
51059	201	ARMSTRONG	5210	267	534	3762	513	134	431	2503
51660	105	SOUTH EAST CENTRAL	5911	394	333	4772	282	130	350	120
51770	1	PETERS CREEK	5169	2799	114	1438	425	393	547	2274
51770	2	GRANDVIEW	5461	1843	182	2092	523	821	1230	2510
51770	3	PRESTON PARK	5179	666	488	2938	440	647	972	2395
51770	4	WILLIAMSON ROAD	5301	1135	146	2875	462	683	998	2441
51770	5	EAST GATE	4845	638	103	3512	352	240	391	2319
51770	6	HOLLINS ROAD	5923	1225	115	3537	593	453	715	2810
51770	7	SOUTHEAST	5439	764	40	3920	496	219	371	2540
51770	8	LINCOLN TERRACE	5341	3701	37	965	384	254	393	2548
51770	9	HIGHLAND	6520	1672	272	3848	516	212	439	3748
51770	10	OLD SOUTHWEST-WASENA	4988	595	65	3897	343	88	183	2910
51770	11	RALEIGH COURT	4703	392	80	3777	343	111	232	2468
51770	12	SOUTH ROANOKE	3549	166	43	3167	138	35	74	1600
51770	13	GARDEN CITY	4932	543	56	3859	388	86	189	2283
51770	14	CRYSTAL SPRING	4090	414	121	3222	258	75	146	2449
51770	15	GRANDIN COURT	3396	169	58	2937	200	32	88	1695
51770	16	DEYERLE	3275	82	30	2974	164	25	77	1813
51770	17	LEE-HI	5295	709	198	3850	357	181	367	2701
51153	404	BEN LOMOND	6612	1370	956	2280	906	1100	1853	2889
51119	302	CHURCH VIEW	2078	620	4	1326	109	19	55	1230
51095	104	BERKELEY D	1748	124	57	1351	177	39	118	813
51095	101	BERKELEY A	4279	133	91	3734	259	62	201	1672
51041	305	BEACH	1713	104	14	1479	92	24	71	674
51041	318	WEST BEACH	1481	303	28	1012	94	44	71	514
51041	203	BIRD	1941	332	21	1141	155	292	389	740
51041	215	NORTH BIRD	2554	1135	53	710	222	434	546	884
51001	301	NEW CHURCH	3560	1702	35	1578	154	91	123	1776
51001	701	NANDUA	3698	834	47	2408	220	189	309	2093
51107	318	MADISON'S TRUST	6794	333	1525	4074	708	154	492	1889
51059	735	ROTONDA	2199	81	603	1275	198	42	156	1165
51059	225	HUGHES	7133	1067	737	3285	993	1051	1816	2963
51087	224	ESSEX VILLAGE	1943	1826	4	56	39	18	16	875
51087	401	QUIOCCASIN 	4123	517	166	3087	266	87	177	2037
51037	501	CULLEN/RED HOUSE	1787	391	0	1347	47	2	4	820
51037	702	BACON/SAXE	1429	482	0	894	34	19	22	819
51153	409	TYLER	5812	714	891	3101	686	420	908	1950
51153	603	HAMPTON	4871	1921	496	927	633	894	1487	1687
51193	202	PRECINCT 2-2	1420	245	9	1062	66	38	69	763
51193	302	PRECINCT 3-2	1809	381	11	1063	189	165	251	937
51683	6	ROUND	4335	409	259	2545	513	609	1030	1413
51013	53	MET PARK	5989	726	1166	3232	674	191	671	4258
51013	54	GARFIELD PARK	2050	77	189	1565	191	28	153	1205
51059	630	ARMY	1100	170	186	582	127	35	112	378
51059	723	GALLOWS EAST	4852	314	1656	1614	599	669	1144	2157
51059	849	NEWGATE	6472	203	1058	4410	672	129	460	1990
51107	319	JOHN CHAMPE	9698	734	3822	4013	906	223	591	2885
51107	320	STONE HILL	9019	938	4296	2740	765	280	740	3155
51107	321	BRAMBLETON MIDDLE	4103	234	1987	1429	368	85	290	1224
51510	111	POTOMAC YARD	2752	535	312	1478	307	120	335	1523
51760	214	TWO HUNDRED FOURTEEN	5154	1047	1054	2441	414	198	471	1735
51083	801	SOUTH BOSTON	4291	2654	35	1392	125	85	134	2123
51019	306	FOREST FIRE STATION #2	2004	101	73	1678	111	41	64	808
51035	401	OAKLAND	2785	10	3	2490	143	139	211	1485
51107	422	SYCOLIN CREEK	3583	143	262	2730	373	75	310	1031
51810	99	SALEM WOODS	4117	914	974	1628	484	117	403	1736
51810	100	SANDBRIDGE	1514	10	32	1373	84	15	38	1963
51760	115	ONE HUNDRED FIFTEEN	1966	34	17	1808	92	15	42	950
51003	201	JACK JOUETT	4968	413	136	3779	386	254	478	2027
51003	407	BISCUIT RUN	4988	698	528	2459	504	799	1326	2199
51003	507	PANTOPS	2816	104	166	2352	168	26	59	1170
51003	606	MECHUMS RIVER	5112	132	273	4233	355	119	279	1938
51740	1	EMANUEL A. M. E. CHURCH 	4404	1637	120	2224	304	119	304	2784
51740	5	HAMPTON ROADS COMMUNITY HEALTH CENTER	3297	2529	52	458	110	148	174	1207
51740	7	PARK VIEW ELEMENTARY SCHOOL	2465	1083	81	1075	169	57	139	1095
51740	9	THIRD BAPTIST CHURCH	3346	2387	15	722	172	50	112	1571
51740	10	PORT NORFOLK RECREATION CENTER	1818	581	22	1012	158	45	104	949
51740	13	ST. MARK MISSIONARY BAPTIST CHURCH	2405	2133	5	135	88	44	74	1034
51740	14	BRIGHTON ELEMENTARY SCHOOL	3134	2643	10	228	157	96	145	1331
51740	16	CRADOCK MIDDLE SCHOOL	4451	2501	42	1443	341	124	250	1735
51740	17	VICTORY LIFE FELLOWSHIP	4672	2463	80	1562	380	187	348	2101
51740	20	NOBLE STREET BAPTIST CHURCH	2934	1828	48	804	187	67	162	1250
51740	21	JOHN F. KENNEDY COMMUNITY CENTER	1881	1664	6	102	56	53	68	931
51740	23	WESTHAVEN BAPTIST CHURCH	2751	476	47	1911	241	76	142	1302
51740	25	JOHN TYLER ELEMENTARY SCHOOL 	2654	885	25	1499	177	68	129	1218
