fips_id	precinct_number	precinct	population_total	population_black	population_asian	population_white	population_multiracial	population_other	population_hispanic	housing_units
51005	601	DISTRICT 1	2406	171	10	2145	64	16	45	1138
51005	701	DISTRICT 2	2359	296	4	1988	50	21	31	1292
51007	101	NUMBER ONE	2516	616	5	1802	33	60	69	1079
51007	201	NUMBER TWO	2575	504	6	1995	41	29	53	1075
51007	301	NUMBER THREE	2506	542	3	1858	39	64	73	1077
51007	401	NUMBER FOUR	2545	492	7	1973	28	45	63	1027
51007	501	NUMBER FIVE	2548	778	6	1704	38	22	32	1101
51009	101	WRIGHT SHOP	2273	947	16	1196	63	51	40	999
51009	102	NEW GLASGOW	2938	535	6	2289	56	52	63	1308
51009	103	COOLWELL	1192	137	5	1007	34	9	18	493
51009	201	COURT HOUSE	4730	916	31	3645	77	61	99	1937
51009	202	TEMPERANCE	1735	202	4	1459	43	27	66	875
51009	301	MONROE	1973	476	4	1377	52	64	51	714
51009	302	ELON	3598	298	11	3176	55	58	60	1579
51009	303	PLEASANT VIEW	1017	157	0	844	8	8	14	548
51009	401	AMELON	4795	893	30	3725	80	67	63	2169
51009	402	LONCO	1865	362	10	1394	61	38	51	779
51009	501	MADISON	6234	1224	37	4715	159	99	100	2573
51011	101	VERA	1020	120	2	869	24	5	10	483
51011	102	PAMPLIN	2046	437	9	1559	27	14	21	934
51011	201	CHAP	847	341	1	485	14	7	12	404
51011	202	SPOUT SPRING	2259	259	2	1958	23	16	21	1035
51011	301	US 460	1343	250	10	1045	31	7	6	592
51011	302	STONEWALL	1615	313	2	1267	25	9	16	699
51011	401	COURTHOUSE	2921	656	4	2199	45	17	40	1404
51011	501	OAKVILLE	2074	415	4	1616	32	8	19	929
51011	502	AGEE	881	217	1	633	28	2	22	454
51013	1	ARLINGTON	5790	1202	858	2251	322	1157	2162	2387
51013	2	ASHTON HEIGHTS	4189	157	291	3352	131	258	497	1975
51013	3	AURORA HILLS	2391	55	170	1991	80	95	264	1004
51013	4	BALLSTON	3601	98	268	2948	136	150	420	1560
51013	5	BARCROFT	4132	214	238	2681	218	781	1384	1584
51013	6	CRYSTAL CITY	3855	372	451	2824	137	72	305	2762
51013	7	CHERRYDALE	3889	179	242	3273	137	58	280	1481
51013	8	HUME	5432	266	930	3941	184	111	413	4068
51013	9	COLUMBIA	5534	933	598	3302	248	453	993	2894
51013	10	WILSON	5925	334	800	4291	221	279	775	3413
51013	11	EAST FALLS CHURCH	2566	66	174	2185	78	63	156	1036
51013	12	FAIRLINGTON	3045	63	91	2805	63	22	171	1703
51013	13	GLEN CARLYN	2775	195	489	1731	117	244	515	1192
51013	14	CLARENDON	2742	48	272	2312	87	23	122	1503
51013	15	LYON PARK	2439	152	257	1827	79	124	300	1246
51013	16	LYON VILLAGE	3705	96	243	3184	119	63	288	1845
51013	17	OVERLEE KNOLLS	3740	54	249	3289	111	37	200	1417
51013	18	PARK LANE	6523	657	751	4682	231	201	681	3688
51013	19	ROSSLYN	5566	249	1028	3947	227	115	463	3909
51013	20	THRIFTON	3501	43	130	3230	82	16	185	1319
51013	21	VIRGINIA HIGHLANDS	2331	298	189	1744	68	32	155	1095
51013	22	ABINGDON	3721	209	164	3054	132	161	356	2243
51013	23	WESTOVER	3839	184	268	3040	154	193	466	1757
51013	24	WOODLAWN	5211	598	440	3680	175	318	756	2119
51013	25	ARLINGTON FOREST	3420	180	248	2594	141	257	532	1782
51013	26	FILLMORE	4769	770	473	2980	206	341	826	2688
51013	27	JEFFERSON	4167	239	418	2873	167	470	967	1731
51013	29	DOMINION HILLS	3573	37	231	3113	111	82	252	1300
51013	30	GLEBE	4517	1661	297	1639	236	684	1290	1834
51013	31	LEXINGTON	3654	217	192	3008	100	136	292	1370
51013	32	OAKRIDGE	1705	126	120	1377	49	33	128	1054
51013	33	ROCK SPRING	3732	32	143	3446	74	37	169	1344
51013	34	YORKTOWN	3373	85	140	2994	103	51	232	1251
51013	35	MADISON	3877	62	126	3577	81	32	145	1475
51013	36	MARSHALL	4639	251	259	3903	141	85	314	1767
51013	37	NOTTINGHAM	3320	35	154	2977	106	49	198	1183
51013	38	ARLINGTON VIEW	4086	1262	635	1676	156	358	704	2100
51013	39	ASHLAWN	2589	136	247	1902	115	189	492	998
51013	40	VIRGINIA SQUARE	4167	142	493	3349	137	46	247	2526
51013	42	SHIRLINGTON	3445	305	260	2494	131	255	591	2185
51013	44	DAWSON TERRACE	3058	132	338	2411	118	60	265	1867
51013	45	BUCKINGHAM	4421	528	410	2119	248	1116	1924	2086
51013	46	CENTRAL	4939	171	651	3923	136	58	259	3368
51013	47	FOUR MILE RUN	3239	496	381	1785	137	440	922	1732
51013	49	MONROE	2386	179	285	1783	62	77	228	1326
51013	50	CRYSTAL PLAZA	4551	425	531	3366	133	96	369	3472
51015	101	JOLIVUE	1938	72	35	1798	26	7	34	966
51015	102	STUARTS DRAFT ELEMENTARY	3178	210	20	2863	63	22	84	1317
51015	103	VERONA	5018	346	16	4504	81	72	183	1884
51015	201	CRIMORA	5124	121	12	4859	80	52	93	2197
51015	202	NEW HOPE	2082	20	1	2015	21	25	38	879
51015	203	WEYERS CAVE	3843	50	16	3609	68	100	276	1483
51015	301	FORT DEFIANCE	4965	65	24	4793	38	45	75	2126
51015	302	NORTH RIVER	1557	15	0	1481	17	45	94	601
51015	303	MOUNT SOLON	2103	26	4	2041	20	12	33	937
51015	304	CHURCHVILLE FIRE STATION	1582	21	1	1551	9	0	12	764
51015	401	BUFFALO GAP	1987	28	6	1926	17	10	16	886
51015	402	CHURCHVILLE ELEMENTARY	1936	18	5	1894	17	2	10	819
51015	403	CRAIGSVILLE	3071	685	15	2319	13	39	42	920
51015	404	DEERFIELD	644	6	0	619	14	5	5	444
51015	405	CEDAR GREEN	2371	112	13	2200	34	12	30	1027
51015	501	GREENVILLE	3251	178	20	3000	24	29	36	1274
51015	502	MIDDLEBROOK	1569	18	8	1524	13	6	10	724
51015	503	SPOTTSWOOD	1758	11	6	1724	11	6	13	792
51015	504	WHITE HILL	4027	91	18	3827	55	36	47	1750
51015	601	SHERANDO	2533	78	5	2395	36	19	29	1264
51015	603	LYNDHURST	3197	108	24	3000	26	39	78	1378
51015	801	DOOMS	2690	42	10	2591	25	22	58	1170
51015	802	FISHERSVILLE	4088	184	48	3761	65	31	65	1768
51015	803	WILSON	4184	314	45	3706	80	39	110	1667
51017	101	WARM SPRINGS	792	66	2	709	10	5	31	606
51017	102	MOUNTAIN GROVE	139	0	2	137	0	0	2	173
51017	201	HOT SPRINGS	979	121	3	839	14	2	21	699
51017	301	FAIRVIEW	642	0	0	626	5	11	16	498
51017	302	BURNSVILLE	287	0	0	287	0	0	0	180
51017	401	MILLBORO	966	20	0	930	5	11	11	650
51017	501	HEALING SPRINGS	924	15	0	902	4	3	20	463
51019	101	GOODVIEW ELEM SCHOOL	3910	44	7	3792	45	22	81	1785
51019	102	HARDY VOL FIRE CO	1398	12	1	1351	28	6	26	607
51019	202	STAUNTON RIVER HIGH SCHOOL	1931	145	3	1735	31	17	52	853
51019	203	MONETA ELEM SCHOOL	3684	188	19	3401	52	24	62	2305
51019	205	SAUNDERS VOL FIRE CO	2228	20	11	2161	27	9	18	2225
51019	301	NEW LONDON ACADEMY	2686	117	80	2448	33	8	64	970
51019	305	HUDDLESTON ELEM SCHOOL	1385	172	1	1181	18	13	11	709
51019	402	THOMAS JEFFERSON ELEM SCHOOL	1779	192	25	1526	20	16	43	779
51019	403	KNIGHTS OF COLUMBUS BLDG	3727	240	111	3299	41	37	125	1717
51019	502	BIG ISLAND ELEM SCHOOL	1104	105	2	978	7	12	7	567
51019	503	SEDALIA CENTER	1169	99	0	1048	13	9	7	564
51019	505	BOONSBORO ELEMENTARY SCHOOL	2763	213	29	2477	30	14	30	1187
51019	506	BOONSBORO RURITAN CLUB	3891	199	85	3526	48	33	72	1463
51019	601	MONTVALE ELEM SCHOOL	2537	57	9	2433	27	11	29	1158
51019	701	GOODE VOL RESCUE SQUAD	2771	122	20	2590	21	18	31	1098
51019	702	LIBERTY HIGH SCHOOL	1651	143	9	1480	11	8	10	758
51021	101	BASTIAN	782	5	1	765	10	1	4	398
51021	102	CERES	877	1	2	873	1	0	0	565
51021	201	DAVIS	280	1	0	270	7	2	4	161
51021	202	SEDDON	1443	1	13	1421	7	1	4	744
51021	301	HOLLYBROOK	771	10	0	749	9	3	6	353
51021	302	MECHANICSBURG	999	153	0	843	2	1	11	187
51021	401	ROCKY GAP	1662	57	2	1586	13	4	10	853
51023	201	BLUE RIDGE	3327	87	19	3182	27	12	25	1359
51023	202	RAINBOW FOREST	3421	76	17	3282	33	13	28	1334
51023	301	BUCHANAN	3446	81	7	3277	67	14	18	1730
51023	302	MILL CREEK	3012	51	8	2916	27	10	27	1415
51023	403	EAGLE ROCK	2292	83	1	2177	17	14	21	1268
51023	406	FINCASTLE	4308	161	11	4073	39	24	52	1856
51023	502	CLOVERDALE	4427	176	38	4146	41	26	84	1770
51025	101	BRODNAX	792	388	3	368	13	20	25	375
51025	102	ROCK STORE	1221	420	4	768	13	16	23	723
51025	103	TILLMAN	1252	387	0	858	5	2	15	997
51025	201	DROMGOOLE	418	212	1	199	3	3	7	305
51025	202	EDGERTON	1546	1054	9	439	11	33	68	717
51025	203	FITZHUGH	1064	652	1	396	13	2	2	567
51025	301	ALBERTA	298	112	0	177	3	6	1	163
51025	302	DANIELTOWN	1371	627	3	705	23	13	22	747
51025	303	ELMORE	685	353	1	320	8	3	7	349
51025	304	SEYMOUR	687	311	4	364	3	5	6	347
51025	401	STURGEON	4123	2700	10	1342	24	47	66	1126
51025	402	KING'S STORE	675	463	2	199	6	5	10	342
51027	102	BLACKEY	943	1	1	937	4	0	2	421
51027	103	HURLEY	2505	3	0	2493	8	1	3	1229
51027	201	GRASSY	366	2	1	354	9	0	0	171
51027	202	BULL	1310	1	1	1306	1	1	2	640
51027	203	ROCKLICK	1811	8	1	1798	4	0	3	878
51027	301	SLATE	1762	2	0	1750	9	1	6	836
51027	302	NORTH GRUNDY	1773	7	18	1722	19	7	11	935
51027	403	SOUTH GRUNDY	2462	104	15	2298	31	14	32	1247
51027	404	OAKWOOD	1076	483	5	581	3	4	4	135
51027	501	PRATER	1641	0	0	1637	4	0	5	789
51027	502	FOX	453	0	0	452	1	0	0	227
51027	503	VANSANT	1186	0	0	1186	0	0	4	612
51027	601	COUNCIL	980	2	0	972	2	4	1	469
51027	602	GARDEN	1518	0	2	1505	6	5	11	808
51027	603	HURRICANE	916	0	0	912	3	1	1	485
51027	701	WHITEWOOD	1974	2	1	1965	3	3	4	1008
51027	702	CONTRARY	1401	1	8	1382	6	4	6	673
51029	101	NEW CANTON	2099	725	2	1306	34	32	45	1017
51029	201	WHITE HALL	2405	1206	6	1150	30	13	36	611
51029	301	CURDSVILLE	1414	410	4	972	23	5	13	658
51029	302	NEW STORE	1064	221	0	811	11	21	25	528
51029	401	MAYSVILLE	2348	615	12	1668	36	17	25	1180
51029	501	WRIGHTS	1029	211	8	792	14	4	26	534
51029	502	GLENMORE	1440	250	16	1117	37	20	41	765
51029	601	SLATE RIVER	2343	1114	11	1151	57	10	20	1083
51029	701	GOLD HILL	2537	1195	4	1298	20	20	41	651
51031	101	BROOKVILLE	3869	258	103	3399	63	46	83	1684
51031	102	NEW LONDON	3925	271	92	3438	88	36	69	1744
51031	201	WALKER	3957	417	152	3203	69	116	201	1859
51031	202	BEDFORD SPRINGS	3867	320	33	3410	60	44	64	1554
51031	301	EVINGTON	1583	199	2	1347	26	9	8	757
51031	303	ALTAVISTA	4607	1068	21	3381	95	42	60	2265
51031	401	THREE FORKS	2550	246	5	2254	18	27	22	1092
51031	402	COURT HOUSE	5332	643	24	4545	94	26	76	2246
51031	501	SPRING HILL	4895	485	72	4201	66	71	118	2315
51031	502	YELLOW BRANCH	3019	573	11	2381	36	18	38	1326
51031	701	BROOKNEAL	2834	828	0	1964	23	19	21	1392
51031	702	GLADYS	3664	796	5	2763	87	13	25	1686
51031	703	MORRIS CHURCH	1361	271	0	1043	33	14	12	666
51033	101	BOWLING GREEN	2697	624	14	1962	68	29	62	1132
51033	201	NORTH MADISON	1942	573	21	1240	72	36	77	743
51033	301	PORT ROYAL	1584	444	14	1056	37	33	75	608
51033	501	WEST MATTAPONI	2494	1001	22	1339	99	33	104	976
51035	101	MT BETHEL	1633	17	0	1544	21	51	56	892
51035	102	ST PAUL	1843	24	0	1798	9	12	18	965
51035	103	LAMBSBURG	1212	2	2	1190	11	7	28	605
51035	201	HILLSVILLE B	3206	5	6	3154	10	31	80	1863
51035	202	LAUREL FORK	1143	4	4	1112	8	15	20	767
51035	203	GLADESBORO	1554	2	2	1520	7	23	34	965
51035	301	HILLSVILLE C	3774	16	19	3706	16	17	77	1906
51035	302	SYLVATUS	1338	12	1	1320	5	0	20	667
51035	303	DUGSPUR	723	0	1	713	8	1	13	478
51035	402	WOODLAWN D	2653	37	1	2527	22	66	84	1309
51035	501	VAUGHAN	1046	6	0	1025	6	9	4	576
51035	502	GLADEVILLE	2462	19	0	2404	12	27	62	1194
51035	503	WOODLAWN E	1416	8	0	1388	11	9	22	599
51035	504	LAUREL	1417	10	0	1387	3	17	21	743
51036	101	PRECINCT 1-1	2463	1053	9	1260	48	93	23	1113
51036	201	PRECINCT 2-1	2358	1162	9	693	88	406	49	1000
51036	301	PRECINCT 3-1	2435	1298	7	1017	55	58	16	1116
51037	101	COUNTY SEAT	1865	538	6	1250	23	48	61	924
51037	201	RED OAK WYLLIESBURG	1731	548	2	1130	26	25	45	938
51037	302	DRAKES BRANCH	1746	528	0	1168	35	15	30	845
51037	401	KEYSVILLE	1864	448	6	1354	18	38	40	912
51037	602	PHENIX	1797	475	3	1279	30	10	11	908
51041	101	BELLWOOD	3809	675	75	2647	108	304	547	1576
51041	102	SOUTH CHESTER	5788	1038	74	3938	140	598	991	2333
51041	103	ENON	4892	762	139	3801	102	88	196	2131
51041	104	NORTH CHESTER	4875	491	84	4065	107	128	246	1885
51041	105	DREWRYS BLUFF	7434	2122	166	3251	309	1586	2434	3168
51041	106	HARROWGATE	7020	2165	167	4303	215	170	402	2648
51041	107	WELLS	4847	1702	201	2642	181	121	281	1683
51041	108	ECOFF	5975	949	137	4641	143	105	259	2625
51041	110	DUTCH GAP	2849	707	126	1899	76	41	108	955
51041	201	GATES	5053	1247	71	3412	135	188	300	1775
51041	202	BEULAH	5050	1800	159	2388	123	580	782	1863
51041	204	JACOBS	2899	814	49	1889	97	50	114	1001
51041	205	FALLING CREEK	5514	2094	417	2455	151	396	679	2203
51041	206	BELMONT	3996	1954	19	1149	158	716	1250	1523
51041	207	CHIPPENHAM	2332	1153	40	888	73	178	401	1086
51041	208	MEADOWBROOK	5053	2256	150	1842	143	662	841	1903
51041	209	SALEM CHURCH	5988	1242	94	4164	179	309	539	2189
51041	210	FIVE FORKS	5558	2051	209	2851	208	238	377	1959
51041	211	NASH	4832	486	144	4082	96	24	87	1725
51041	212	ST. LUKE'S	2790	783	76	1759	90	82	172	1207
51041	301	ETTRICK	7536	5697	33	1505	205	97	221	2103
51041	302	DEER RUN	1978	225	14	1659	59	21	76	785
51041	303	MATOACA	5765	2184	22	3406	115	38	118	2281
51041	306	WINTERPOCK	4727	368	36	4216	69	38	91	1666
51041	308	SOUTH MANCHESTER	1794	365	107	1232	50	40	96	1058
51041	310	TOMAHAWK	4246	264	84	3761	98	39	119	1623
51041	313	WOOLRIDGE	4960	353	160	4328	86	33	141	1639
51041	315	BAILEY BRIDGE	4353	399	62	3747	95	50	167	1525
51041	316	SPRING RUN	4960	636	122	3946	165	91	239	1687
51041	317	BIRKDALE	4140	495	188	3343	65	49	133	1515
51041	401	HARBOUR POINTE	2485	299	60	2069	39	18	56	1106
51041	403	BRANDERMILL	4876	448	359	3874	156	39	145	1864
51041	404	PROVIDENCE	4229	1010	133	2791	110	185	339	1619
51041	405	LA PRADE	3923	658	151	2870	129	115	183	1681
51041	406	SMOKETREE	3061	143	101	2756	34	27	64	1140
51041	407	MONACAN	2176	111	92	1920	32	21	58	830
51041	408	REAMS	6138	1888	277	3507	178	288	538	2428
51041	409	MANCHESTER	2058	545	30	1345	76	62	102	733
51041	410	WAGSTAFF	2611	574	64	1844	67	62	164	998
51041	411	SWIFT CREEK	3951	281	71	3497	79	23	108	1639
51041	413	SHENANDOAH	4206	932	155	2809	134	176	335	1670
51041	414	CRENSHAW	7891	1506	160	5609	281	335	650	3169
51041	501	HUGUENOT	3698	540	87	2865	84	122	390	1585
51041	502	CRESTWOOD	2006	92	49	1791	45	29	42	847
51041	503	MIDLOTHIAN	3232	289	288	2554	61	41	95	1548
51041	504	ROBIOUS	5271	148	307	4707	90	19	80	1807
51041	505	BON AIR	3833	138	42	3571	55	26	70	1613
51041	506	GREENFIELD	4446	536	256	3457	109	88	253	1885
51041	507	SALISBURY	5002	114	168	4653	51	17	76	1880
51041	508	BELGRADE	4864	722	192	3734	134	83	212	2390
51041	509	CRANBECK	2732	400	183	2000	97	52	145	1372
51041	510	SYCAMORE	4214	193	118	3803	73	27	85	1540
51041	511	BLACK HEATH	2590	38	70	2439	32	11	40	900
51041	513	BEAUFONT	3181	1262	99	1371	126	323	650	1633
51041	514	WATKINS	4960	329	306	4153	127	45	164	1844
51041	515	DAVIS	4994	2576	65	1602	187	564	928	2128
51043	101	RUSSELL	2870	60	21	2734	30	26	93	1198
51043	201	BERRYVILLE	2877	316	25	2419	55	62	98	1270
51043	301	MILLWOOD	1885	95	15	1688	51	37	65	912
51043	302	PINE GROVE	834	8	8	791	21	6	12	402
51043	401	WHITE POST	2694	186	12	2397	51	48	105	1227
51043	501	BUCKMARSH	2122	73	40	1916	53	40	103	833
51043	502	BLUE RIDGE	716	7	4	688	10	7	11	375
51045	101	COURT HOUSE	1016	4	2	1003	6	1	7	527
51045	201	AMMENDALE PRECINCT	1002	0	1	993	7	1	5	506
51045	301	GIVENS & REYNOLDS STORE	604	0	0	597	6	1	3	310
51045	303	MARSHALLS STORE	406	0	1	403	0	2	1	206
51045	401	BARBOURS CREEK	355	1	0	348	2	4	10	218
51045	402	PAINT BANK	137	0	1	135	1	0	0	95
51045	403	CRAIG SPRINGS	576	0	2	567	6	1	0	428
51045	501	CRAIG CITY	1082	0	1	1064	9	8	10	511
51047	101	WEST FAIRFAX	6743	1264	190	4573	236	480	888	2417
51047	201	EAST FAIRFAX	6577	1789	137	3506	308	837	1335	2463
51047	302	EGGBORNSVILLE	2625	147	8	2376	48	46	67	981
51047	303	CARDOVA	2580	408	31	2022	64	56	126	1130
51047	401	ELDORADO	2607	353	15	2121	60	59	95	1058
51047	402	BROWNS STORE	4071	420	18	3448	95	90	149	1605
51047	501	JEFFERSONTON	3610	351	27	3117	87	28	133	1298
51047	502	RIXEYVILLE	2975	94	11	2782	48	40	86	1119
51047	601	MITCHELLS	1917	815	13	1037	27	25	171	246
51047	602	PEARL SAMPLE	3267	427	27	2680	48	85	168	1437
51047	702	BRANDY STATION	3645	374	70	3005	86	111	195	1342
51047	703	LIGNUM	1975	306	15	1541	50	63	122	794
51047	704	RICHARDSVILLE	874	47	5	784	19	19	27	326
51049	101	PRECINCT 1	2016	570	12	1384	32	18	23	1000
51049	201	PRECINCT 2	2047	516	6	1453	44	28	52	925
51049	301	PRECINCT 3	2003	939	6	987	34	37	40	847
51049	401	PRECINCT 4	2004	557	2	1401	36	8	29	914
51049	501	PRECINCT 5	1982	696	9	1202	48	27	37	940
51051	101	SOUTH CLINTWOOD	3174	11	4	3130	18	11	10	1549
51051	201	NORA	1215	4	1	1206	3	1	0	603
51051	202	FRYING PAN	431	3	0	424	1	3	2	241
51051	203	CLINCHCO	1393	18	1	1365	5	4	7	700
51051	301	WEST DANTE	434	0	0	424	10	0	5	208
51051	302	HERALD	999	0	1	992	4	2	8	435
51051	303	RIDGE	1830	3	1	1805	8	13	23	871
51051	501	TARPON	814	0	2	803	5	4	3	396
51053	103	CHURCH ROAD	2470	308	7	2110	26	19	36	1033
51053	301	REAMS	1039	206	4	807	14	8	11	433
51053	302	NEW HOPE	2083	578	15	1441	33	16	54	779
51053	401	DINWIDDIE	2725	818	5	1843	39	20	28	1131
51053	403	CHERRY HILL	1037	442	6	563	23	3	5	462
51057	101	GREATER TAPPAHANNOCK	2892	1222	61	1513	60	36	90	1452
51057	201	NORTH	2756	1468	5	1163	64	56	71	1195
51057	301	SOUTH	2475	598	8	1761	46	62	78	1689
51057	401	CENTRAL	3016	952	12	1929	65	59	110	1416
51059	104	CHAPEL	3150	81	445	2443	99	83	293	1118
51059	105	FAIRVIEW	6936	433	978	4894	340	291	785	2655
51059	106	HERITAGE	9804	821	2803	4210	525	1445	3640	3706
51059	108	KINGS PARK	3309	124	556	2366	109	154	498	1076
51059	115	RAVENSWORTH	2466	61	534	1640	73	158	355	857
51059	116	WAKEFIELD	2957	64	405	2388	78	22	204	1065
51059	117	WOODSON	3870	137	919	2612	113	89	245	1397
51059	118	LAKE BRADDOCK	6170	369	1134	4046	280	341	1328	2116
51059	119	LAUREL	5610	332	875	3966	259	179	593	1912
51059	120	SIDEBURN	4091	122	403	3369	136	63	301	1365
51059	121	VILLA	3204	204	648	1978	129	245	516	1050
51059	123	ROBINSON	6254	309	1219	4299	240	186	606	2027
51059	125	SIGNAL HILL	4251	110	783	3148	115	96	344	1406
51059	126	BONNIE BRAE	3376	247	691	2157	151	131	433	1201
51059	127	BURKE CENTRE	7071	436	1143	4896	318	278	1043	2670
51059	128	CARDINAL	3794	351	492	2569	147	235	583	1816
51059	129	KEENE MILL	2648	120	438	1759	123	208	459	921
51059	130	TERRA CENTRE	3284	148	523	2351	104	159	382	1123
51059	202	FLINT HILL	3897	34	277	3427	120	39	153	1334
51059	203	FLORIS	5202	174	1391	3419	159	59	188	1590
51059	208	RESTON #1	4714	623	705	2928	214	244	570	2406
51059	209	RESTON #2	4695	736	417	3191	213	138	441	2098
51059	213	VIENNA #1	5485	110	673	4407	179	117	412	2068
51059	214	VIENNA #2	4158	66	482	3414	133	63	260	1539
51059	216	VIENNA #4	2995	92	366	1777	135	626	1015	979
51059	218	VIENNA #6	3036	227	368	2237	120	84	199	1096
51059	219	WESTBRIAR	5262	166	1049	3796	201	51	309	2123
51059	220	DOGWOOD	7657	1241	1129	3579	389	1319	2331	2454
51059	221	HUNTERS WOODS	3295	131	197	2853	92	22	133	1238
51059	222	RESTON #3	3240	366	282	2241	143	208	535	1603
51059	223	GLADE	5103	411	527	3797	225	143	398	2310
51059	224	SOUTH LAKES	5682	277	423	4710	185	87	283	2929
51059	226	WOLFTRAP	4452	34	369	3925	101	23	181	1507
51059	227	SUNRISE VALLEY	2378	53	266	1973	73	13	124	783
51059	229	FOX MILL	6062	209	889	4641	239	84	319	1970
51059	233	NORTH POINT	4497	134	614	3557	164	27	197	1530
51059	234	ALDRIN	3550	194	270	2940	91	55	169	1852
51059	235	FRYING PAN	5408	368	2552	2174	223	91	262	2039
51059	236	STUART	1827	118	191	1404	71	44	143	681
51059	237	MCNAIR	7495	1036	2857	3001	311	289	783	3385
51059	301	CHAIN BRIDGE	4726	73	805	3715	118	15	233	2017
51059	302	CHESTERBROOK	3258	45	189	2911	86	27	155	1277
51059	303	CHURCHILL	2178	35	449	1585	83	26	123	738
51059	304	COOPER	2993	70	446	2347	113	17	109	1013
51059	305	EL NIDO	3136	43	342	2626	95	31	141	1113
51059	306	GREAT FALLS	2525	29	200	2193	77	26	84	923
51059	307	HAYCOCK	3368	49	384	2779	123	33	158	1219
51059	309	KENMORE	4966	140	1037	3616	131	42	178	1639
51059	310	KIRBY	3042	41	516	2342	96	47	158	1110
51059	311	LANGLEY	2735	38	356	2263	58	20	138	984
51059	312	LONGFELLOW	3859	74	717	2893	148	28	200	1389
51059	314	MCLEAN	3376	82	568	2567	127	33	199	1460
51059	315	PIMMIT	5251	214	789	3600	279	370	1173	2023
51059	317	WESTHAMPTON	3079	36	424	2480	82	57	158	1262
51059	318	WESTMORELAND	2030	24	351	1550	68	37	132	750
51059	319	HERNDON #1	6654	535	1125	4004	301	688	1466	2296
51059	320	HERNDON #2	8578	805	1429	4145	493	1706	3425	2573
51059	321	CLEARVIEW	5346	226	618	4152	182	167	419	1813
51059	322	FORESTVILLE	4234	74	527	3444	158	31	167	1375
51059	323	SHOUSE	3059	73	704	2193	61	28	80	1019
51059	324	HERNDON #3	7999	877	1603	3637	413	1469	2909	2926
51059	325	HUTCHISON	5835	681	1218	2729	255	952	2115	1939
51059	327	SUGARLAND	4658	215	754	3365	180	144	348	1453
51059	328	HICKORY	4221	63	675	3323	139	21	150	1403
51059	329	SENECA	4409	113	679	3432	151	34	201	1465
51059	401	BUSH HILL	4703	501	529	3357	155	161	548	1696
51059	402	CAMERON	1648	167	120	1041	80	240	430	631
51059	404	FRANCONIA	5569	873	907	3418	230	142	514	2668
51059	405	GROVETON	4189	1202	388	1693	236	670	1311	1600
51059	406	HAYFIELD	3178	280	170	2558	110	60	240	1160
51059	408	MOUNT EAGLE	4331	691	340	2525	144	631	1352	1727
