SUMLEV	GEOCODE	GEOID	NAME	BASENAME	total_population_p001	white	black	american_indian	asian	pacific_islander	other	two_or_more	total_population_p002	hispanic	not_hispanic	housing_units_total	housing_units_occupied	housing_units_vacant
140	51059480903	1400000US51059480903	Census Tract 4809.03	4809.03	4177	1101	349	62	1017	2	970	676	4177	1788	2389	1530	1441	89
140	51059481000	1400000US51059481000	Census Tract 4810	4810	6231	1390	785	59	1437	1	1862	697	6231	2696	3535	1918	1861	57
140	51059481101	1400000US51059481101	Census Tract 4811.01	4811.01	2376	734	223	7	1174	2	70	166	2376	190	2186	1575	1296	279
140	51059481102	1400000US51059481102	Census Tract 4811.02	4811.02	3656	1004	303	8	1957	0	166	218	3656	292	3364	1485	1427	58
140	51059481103	1400000US51059481103	Census Tract 4811.03	4811.03	3664	580	761	23	1760	0	310	230	3664	521	3143	1248	1218	30
140	51059481104	1400000US51059481104	Census Tract 4811.04	4811.04	2948	647	374	12	1653	0	111	151	2948	193	2755	1195	1148	47
140	51059481105	1400000US51059481105	Census Tract 4811.05	4811.05	5332	2565	212	6	2000	3	109	437	5332	305	5027	1697	1675	22
140	51059481106	1400000US51059481106	Census Tract 4811.06	4811.06	5362	3457	186	8	1056	0	117	538	5362	345	5017	1756	1740	16
140	51059481900	1400000US51059481900	Census Tract 4819	4819	5821	3545	676	14	849	8	173	556	5821	500	5321	2364	2247	117
140	51059482001	1400000US51059482001	Census Tract 4820.01	4820.01	4874	3437	205	7	626	3	93	503	4874	326	4548	1777	1756	21
140	51059482002	1400000US51059482002	Census Tract 4820.02	4820.02	3545	2673	195	5	285	0	60	327	3545	229	3316	1847	1782	65
140	51059482100	1400000US51059482100	Census Tract 4821	4821	3258	1939	362	20	276	3	240	418	3258	542	2716	1585	1511	74
140	51059482201	1400000US51059482201	Census Tract 4822.01	4822.01	2481	1118	347	11	274	2	417	312	2481	682	1799	1010	944	66
140	51059482203	1400000US51059482203	Census Tract 4822.03	4822.03	4695	3397	307	7	509	0	75	400	4695	346	4349	3299	2873	426
140	51059482204	1400000US51059482204	Census Tract 4822.04	4822.04	1975	1387	120	5	260	4	39	160	1975	133	1842	1348	1257	91
140	51059482205	1400000US51059482205	Census Tract 4822.05	4822.05	2622	1482	283	11	446	2	129	269	2622	324	2298	1680	1468	212
140	51059482206	1400000US51059482206	Census Tract 4822.06	4822.06	1154	679	86	3	233	0	29	124	1154	97	1057	654	632	22
140	51059482301	1400000US51059482301	Census Tract 4823.01	4823.01	5387	3735	332	6	522	2	180	610	5387	513	4874	2780	2543	237
140	51059482302	1400000US51059482302	Census Tract 4823.02	4823.02	4625	1571	896	37	528	2	895	696	4625	1524	3101	1806	1729	77
140	51059482303	1400000US51059482303	Census Tract 4823.03	4823.03	3617	2712	146	2	270	0	103	384	3617	283	3334	1799	1736	63
140	51059482400	1400000US51059482400	Census Tract 4824	4824	2344	1757	48	1	313	0	19	206	2344	159	2185	782	774	8
140	51059482502	1400000US51059482502	Census Tract 4825.02	4825.02	3090	1849	97	5	788	3	67	281	3090	245	2845	1033	1028	5
140	51059482503	1400000US51059482503	Census Tract 4825.03	4825.03	4832	2508	164	6	1736	2	107	309	4832	256	4576	1550	1526	24
140	51059482504	1400000US51059482504	Census Tract 4825.04	4825.04	5277	3219	119	7	1500	2	44	386	5277	309	4968	1671	1653	18
140	51059482505	1400000US51059482505	Census Tract 4825.05	4825.05	3528	1151	253	8	1877	2	62	175	3528	122	3406	1353	1281	72
140	51059482506	1400000US51059482506	Census Tract 4825.06	4825.06	5298	1705	1435	19	1404	2	302	431	5298	624	4674	2555	2375	180
140	51059482507	1400000US51059482507	Census Tract 4825.07	4825.07	3656	990	584	18	1571	2	183	308	3656	435	3221	1615	1508	107
140	51059482601	1400000US51059482601	Census Tract 4826.01	4826.01	7321	3497	318	29	2599	0	255	623	7321	637	6684	2397	2369	28
140	51059482603	1400000US51059482603	Census Tract 4826.03	4826.03	3501	1713	194	9	1197	0	88	300	3501	251	3250	1291	1177	114
140	51059482604	1400000US51059482604	Census Tract 4826.04	4826.04	4210	1551	224	2	2128	0	45	260	4210	160	4050	1271	1257	14
140	51059490101	1400000US51059490101	Census Tract 4901.01	4901.01	5064	2820	415	23	1115	0	176	515	5064	458	4606	1870	1821	49
140	51059490104	1400000US51059490104	Census Tract 4901.04	4901.04	3504	1527	125	49	316	2	894	591	3504	1557	1947	1066	1050	16
140	51059490105	1400000US51059490105	Census Tract 4901.05	4901.05	2761	1629	138	5	512	1	178	298	2761	420	2341	982	953	29
140	51059490501	1400000US51059490501	Census Tract 4905.01	4905.01	3326	1414	244	2	1059	9	268	330	3326	552	2774	1340	1288	52
140	51059490502	1400000US51059490502	Census Tract 4905.02	4905.02	6585	3690	233	15	1882	1	163	601	6585	422	6163	2213	2157	56
140	51059491000	1400000US51059491000	Census Tract 4910	4910	2206	1435	108	3	462	0	37	161	2206	125	2081	698	677	21
140	51059491101	1400000US51059491101	Census Tract 4911.01	4911.01	3765	2540	140	0	657	0	95	333	3765	243	3522	1184	1173	11
140	51059491102	1400000US51059491102	Census Tract 4911.02	4911.02	3422	2221	131	16	542	0	168	344	3422	438	2984	1130	1123	7
140	51059491103	1400000US51059491103	Census Tract 4911.03	4911.03	6548	2485	624	44	1480	7	1010	898	6548	1807	4741	2134	2100	34
140	51059491201	1400000US51059491201	Census Tract 4912.01	4912.01	6558	2550	718	34	1764	16	696	780	6558	1357	5201	2326	2276	50
140	51059491202	1400000US51059491202	Census Tract 4912.02	4912.02	2102	868	230	41	440	0	276	247	2102	543	1559	1215	1068	147
140	51059491301	1400000US51059491301	Census Tract 4913.01	4913.01	6797	2641	737	27	2005	6	581	800	6797	1181	5616	2157	2114	43
140	51059491302	1400000US51059491302	Census Tract 4913.02	4913.02	3405	1516	297	15	1011	2	190	374	3405	441	2964	1438	1381	57
140	51059491303	1400000US51059491303	Census Tract 4913.03	4913.03	4269	1075	455	110	1213	3	880	533	4269	1431	2838	1587	1558	29
140	51059491401	1400000US51059491401	Census Tract 4914.01	4914.01	4934	1915	327	9	1659	4	409	611	4934	844	4090	1920	1872	48
140	51059491402	1400000US51059491402	Census Tract 4914.02	4914.02	4323	1633	307	14	1511	1	344	513	4323	749	3574	1416	1398	18
140	51059491403	1400000US51059491403	Census Tract 4914.03	4914.03	3711	2549	112	6	590	5	80	369	3711	282	3429	1153	1139	14
140	51059491404	1400000US51059491404	Census Tract 4914.04	4914.04	4006	1773	354	8	1201	2	244	424	4006	590	3416	1338	1318	20
140	51059491405	1400000US51059491405	Census Tract 4914.05	4914.05	2761	1861	91	0	468	6	32	303	2761	178	2583	837	833	4
140	51059491501	1400000US51059491501	Census Tract 4915.01	4915.01	7696	1850	482	21	4616	6	218	503	7696	494	7202	2636	2567	69
140	51059491502	1400000US51059491502	Census Tract 4915.02	4915.02	7014	3468	252	12	2657	3	123	499	7014	367	6647	2139	2128	11
140	51059491601	1400000US51059491601	Census Tract 4916.01	4916.01	5421	1603	566	40	1920	2	701	589	5421	1338	4083	1773	1745	28
140	51059491602	1400000US51059491602	Census Tract 4916.02	4916.02	5310	2009	275	16	1704	1	537	768	5310	1268	4042	1591	1574	17
140	51059491701	1400000US51059491701	Census Tract 4917.01	4917.01	4127	1974	380	9	1149	7	134	474	4127	389	3738	2074	1993	81
140	51059491703	1400000US51059491703	Census Tract 4917.03	4917.03	5035	2548	713	14	974	7	206	573	5035	636	4399	2638	2521	117
140	51059491704	1400000US51059491704	Census Tract 4917.04	4917.04	5062	2059	606	4	1667	10	164	552	5062	521	4541	2304	2177	127
140	51059491705	1400000US51059491705	Census Tract 4917.05	4917.05	3341	1032	202	1	1773	0	64	269	3341	193	3148	974	947	27
140	51059491706	1400000US51059491706	Census Tract 4917.06	4917.06	2899	1385	423	8	571	2	170	340	2899	403	2496	1602	1535	67
140	51059491707	1400000US51059491707	Census Tract 4917.07	4917.07	4568	2031	626	14	1205	1	182	509	4568	558	4010	2014	1791	223
140	51059491801	1400000US51059491801	Census Tract 4918.01	4918.01	2324	1049	247	3	700	1	99	225	2324	243	2081	1096	1062	34
140	51059491802	1400000US51059491802	Census Tract 4918.02	4918.02	2915	1558	229	11	703	0	94	320	2915	289	2626	1169	1151	18
140	51059491803	1400000US51059491803	Census Tract 4918.03	4918.03	7003	3621	412	40	1941	5	358	626	7003	806	6197	2720	2652	68
140	51059492000	1400000US51059492000	Census Tract 4920	4920	6550	4726	223	9	831	4	121	636	6550	407	6143	2182	2146	36
140	51059492100	1400000US51059492100	Census Tract 4921	4921	6592	5026	178	9	748	1	70	560	6592	307	6285	2234	2186	48
140	51059492201	1400000US51059492201	Census Tract 4922.01	4922.01	3097	2072	192	5	485	0	43	300	3097	229	2868	1043	1016	27
140	51059492202	1400000US51059492202	Census Tract 4922.02	4922.02	6831	4515	511	9	994	3	79	720	6831	455	6376	2211	2208	3
140	51059492203	1400000US51059492203	Census Tract 4922.03	4922.03	4014	2651	272	8	554	1	61	467	4014	290	3724	1278	1259	19
140	51059492300	1400000US51059492300	Census Tract 4923	4923	3402	1785	293	17	571	13	267	456	3402	606	2796	1100	1085	15
140	51059492400	1400000US51059492400	Census Tract 4924	4924	4873	2197	681	27	918	7	331	712	4873	908	3965	1803	1767	36
140	51059492500	1400000US51059492500	Census Tract 4925	4925	4139	3227	62	16	457	7	58	312	4139	226	3913	1453	1397	56
140	51059980100	1400000US51059980100	Census Tract 9801	9801	9	0	0	0	5	0	0	4	9	2	7	2	1	1
140	51059980200	1400000US51059980200	Census Tract 9802	9802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	51059980300	1400000US51059980300	Census Tract 9803	9803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	51061930101	1400000US51061930101	Census Tract 9301.01	9301.01	3182	2194	265	19	21	1	283	399	3182	647	2535	1441	1230	211
140	51061930102	1400000US51061930102	Census Tract 9301.02	9301.02	2744	2229	83	15	34	0	136	247	2744	362	2382	1376	1147	229
140	51061930203	1400000US51061930203	Census Tract 9302.03	9302.03	2703	2218	185	21	25	0	94	160	2703	213	2490	1318	1108	210
140	51061930204	1400000US51061930204	Census Tract 9302.04	9302.04	3468	3004	149	19	37	7	49	203	3468	151	3317	1485	1365	120
140	51061930205	1400000US51061930205	Census Tract 9302.05	9302.05	1847	1561	134	0	12	0	34	106	1847	80	1767	785	708	77
140	51061930206	1400000US51061930206	Census Tract 9302.06	9302.06	2220	1875	96	4	32	0	40	173	2220	124	2096	892	845	47
140	51061930207	1400000US51061930207	Census Tract 9302.07	9302.07	1734	1369	121	8	24	1	42	169	1734	146	1588	639	600	39
140	51061930303	1400000US51061930303	Census Tract 9303.03	9303.03	3797	3074	249	13	67	2	98	294	3797	277	3520	1546	1497	49
140	51061930304	1400000US51061930304	Census Tract 9303.04	9303.04	2564	2252	51	7	39	3	27	185	2564	128	2436	1060	996	64
140	51061930305	1400000US51061930305	Census Tract 9303.05	9303.05	4677	3503	517	13	106	2	161	375	4677	402	4275	2079	1969	110
140	51061930306	1400000US51061930306	Census Tract 9303.06	9303.06	2900	2254	166	7	109	0	97	267	2900	277	2623	1109	1053	56
140	51061930401	1400000US51061930401	Census Tract 9304.01	9304.01	7315	5945	353	31	186	7	153	640	7315	591	6724	2311	2256	55
140	51061930402	1400000US51061930402	Census Tract 9304.02	9304.02	6027	5028	252	16	100	9	131	491	6027	369	5658	2054	2008	46
140	51061930404	1400000US51061930404	Census Tract 9304.04	9304.04	2758	2162	157	8	52	2	116	261	2758	295	2463	1100	1004	96
140	51061930405	1400000US51061930405	Census Tract 9304.05	9304.05	4932	3586	529	16	155	7	187	452	4932	452	4480	1714	1639	75
140	51061930703	1400000US51061930703	Census Tract 9307.03	9307.03	2541	2169	102	6	5	0	76	183	2541	149	2392	989	932	57
140	51061930704	1400000US51061930704	Census Tract 9307.04	9307.04	3920	3172	256	17	55	5	148	267	3920	353	3567	1519	1437	82
140	51061930705	1400000US51061930705	Census Tract 9307.05	9307.05	3988	2780	464	14	80	0	205	445	3988	556	3432	1492	1422	70
140	51061930706	1400000US51061930706	Census Tract 9307.06	9307.06	6071	3820	609	58	46	2	790	746	6071	1600	4471	2077	1994	83
140	51061930707	1400000US51061930707	Census Tract 9307.07	9307.07	3584	2465	353	20	44	3	305	394	3584	621	2963	1263	1190	73
140	51063920102	1400000US51063920102	Census Tract 9201.02	9201.02	3739	3433	106	2	3	0	44	151	3739	117	3622	1961	1611	350
140	51063920103	1400000US51063920103	Census Tract 9201.03	9201.03	3687	3404	32	4	15	0	30	202	3687	73	3614	1755	1547	208
140	51063920104	1400000US51063920104	Census Tract 9201.04	9201.04	2753	2432	82	1	15	0	82	141	2753	147	2606	1325	1202	123
140	51063920201	1400000US51063920201	Census Tract 9202.01	9202.01	3222	3031	12	12	9	0	51	107	3222	70	3152	1624	1370	254
140	51063920202	1400000US51063920202	Census Tract 9202.02	9202.02	2075	1919	12	1	9	0	44	90	2075	80	1995	1259	909	350
140	51065020101	1400000US51065020101	Census Tract 201.01	201.01	6345	4647	1092	31	71	0	107	397	6345	347	5998	2131	2028	103
140	51065020103	1400000US51065020103	Census Tract 201.03	201.03	3260	2791	175	4	31	0	43	216	3260	129	3131	1532	1415	117
140	51065020104	1400000US51065020104	Census Tract 201.04	201.04	6276	5149	482	13	57	0	110	465	6276	288	5988	2691	2504	187
140	51065020200	1400000US51065020200	Census Tract 202	202	5580	3746	1331	19	32	7	85	360	5580	185	5395	2381	2128	253
140	51065020300	1400000US51065020300	Census Tract 203	203	5788	4690	650	12	31	0	91	314	5788	158	5630	2392	2205	187
140	51067020102	1400000US51067020102	Census Tract 201.02	201.02	2721	2425	126	12	11	0	37	110	2721	78	2643	2426	1226	1200
140	51067020103	1400000US51067020103	Census Tract 201.03	201.03	2323	2145	38	3	4	0	14	119	2323	41	2282	1713	1048	665
140	51067020104	1400000US51067020104	Census Tract 201.04	201.04	3092	2948	17	7	17	0	10	93	3092	42	3050	2622	1460	1162
140	51067020200	1400000US51067020200	Census Tract 202	202	5173	4435	349	10	12	0	130	237	5173	220	4953	2342	2145	197
140	51067020301	1400000US51067020301	Census Tract 203.01	203.01	2798	2550	68	4	11	0	24	141	2798	60	2738	1251	1133	118
140	51067020302	1400000US51067020302	Census Tract 203.02	203.02	3559	3242	109	6	26	0	36	140	3559	82	3477	1832	1511	321
140	51067020400	1400000US51067020400	Census Tract 204	204	5271	4658	187	20	25	3	99	279	5271	212	5059	2402	2195	207
140	51067020501	1400000US51067020501	Census Tract 205.01	205.01	3892	3439	190	22	17	0	55	169	3892	130	3762	1633	1545	88
140	51067020502	1400000US51067020502	Census Tract 205.02	205.02	4245	3886	73	5	14	1	73	193	4245	147	4098	1891	1732	159
140	51067020600	1400000US51067020600	Census Tract 206	206	3295	2949	142	9	41	13	50	91	3295	152	3143	1464	1045	419
140	51067020701	1400000US51067020701	Census Tract 207.01	207.01	2975	2609	147	7	11	5	43	153	2975	98	2877	1357	1172	185
140	51067020702	1400000US51067020702	Census Tract 207.02	207.02	2368	2061	187	9	8	0	19	84	2368	55	2313	1130	995	135
140	51067020801	1400000US51067020801	Census Tract 208.01	208.01	3168	2207	688	7	35	2	41	188	3168	113	3055	1524	1391	133
140	51067020802	1400000US51067020802	Census Tract 208.02	208.02	3400	2322	698	11	61	3	135	170	3400	228	3172	1570	1459	111
140	51067020901	1400000US51067020901	Census Tract 209.01	209.01	3226	2349	553	14	8	0	137	165	3226	236	2990	1506	1331	175
140	51067020902	1400000US51067020902	Census Tract 209.02	209.02	2971	2477	349	1	6	0	39	99	2971	61	2910	1468	1295	173
140	51069050100	1400000US51069050100	Census Tract 501	501	6758	5636	250	11	167	3	197	494	6758	506	6252	2689	2553	136
140	51069050200	1400000US51069050200	Census Tract 502	502	4044	3749	74	0	18	0	40	163	4044	96	3948	1618	1539	79
140	51069050300	1400000US51069050300	Census Tract 503	503	6345	5866	85	15	32	3	68	276	6345	196	6149	2735	2495	240
140	51069050401	1400000US51069050401	Census Tract 504.01	504.01	4490	3990	49	14	43	0	113	281	4490	225	4265	1897	1729	168
140	51069050402	1400000US51069050402	Census Tract 504.02	504.02	2826	2605	20	6	12	3	50	130	2826	90	2736	1223	1115	108
140	51069050500	1400000US51069050500	Census Tract 505	505	5328	4822	64	4	41	0	115	282	5328	286	5042	2355	2226	129
140	51069050600	1400000US51069050600	Census Tract 506	506	4699	4005	146	11	68	9	133	327	4699	288	4411	1869	1752	117
140	51069050700	1400000US51069050700	Census Tract 507	507	2974	2563	97	12	16	0	95	191	2974	199	2775	1248	1158	90
140	51069050801	1400000US51069050801	Census Tract 508.01	508.01	6689	5071	261	25	125	0	460	747	6689	1117	5572	2657	2549	108
140	51069050804	1400000US51069050804	Census Tract 508.04	508.04	5133	4067	287	9	83	7	238	442	5133	533	4600	1964	1910	54
140	51069050805	1400000US51069050805	Census Tract 508.05	508.05	3051	2431	141	8	113	1	94	263	3051	226	2825	1094	1045	49
140	51069050806	1400000US51069050806	Census Tract 508.06	508.06	3812	3161	164	20	89	3	100	275	3812	302	3510	1288	1259	29
140	51069050807	1400000US51069050807	Census Tract 508.07	508.07	3885	3087	202	34	74	0	191	297	3885	367	3518	1614	1560	54
140	51069050900	1400000US51069050900	Census Tract 509	509	5000	3696	292	18	97	1	479	417	5000	771	4229	2068	1976	92
140	51069051001	1400000US51069051001	Census Tract 510.01	510.01	4203	3275	185	19	148	0	250	326	4203	456	3747	1498	1451	47
140	51069051002	1400000US51069051002	Census Tract 510.02	510.02	5821	3977	454	30	127	2	594	637	5821	1137	4684	2312	2220	92
140	51069051102	1400000US51069051102	Census Tract 511.02	511.02	7547	4662	496	52	117	3	1200	1017	7547	2263	5284	2719	2616	103
140	51069051103	1400000US51069051103	Census Tract 511.03	511.03	4889	3765	276	8	137	5	270	428	4889	598	4291	1648	1614	34
140	51069051104	1400000US51069051104	Census Tract 511.04	511.04	3925	3096	175	19	174	1	128	332	3925	334	3591	1331	1306	25
140	51071930100	1400000US51071930100	Census Tract 9301	9301	2057	1950	14	3	5	0	2	83	2057	29	2028	1080	912	168
140	51071930200	1400000US51071930200	Census Tract 9302	9302	3718	3449	97	10	5	0	19	138	3718	59	3659	1957	1610	347
140	51071930300	1400000US51071930300	Census Tract 9303	9303	5503	5161	55	13	47	0	23	204	5503	73	5430	2630	2313	317
140	51071930400	1400000US51071930400	Census Tract 9304	9304	5509	5217	78	8	14	0	20	172	5509	83	5426	2618	2272	346
140	51073100101	1400000US51073100101	Census Tract 1001.01	1001.01	2987	2499	225	20	19	3	29	192	2987	94	2893	1329	1193	136
140	51073100102	1400000US51073100102	Census Tract 1001.02	1001.02	4655	3778	373	33	31	1	67	372	4655	171	4484	1989	1796	193
140	51073100201	1400000US51073100201	Census Tract 1002.01	1002.01	6078	4953	558	24	49	4	45	445	6078	225	5853	2479	2275	204
140	51073100202	1400000US51073100202	Census Tract 1002.02	1002.02	3735	3062	287	20	30	5	48	283	3735	124	3611	1594	1511	83
140	51073100203	1400000US51073100203	Census Tract 1002.03	1002.03	4239	3626	316	14	22	2	19	240	4239	134	4105	1881	1649	232
140	51073100301	1400000US51073100301	Census Tract 1003.01	1003.01	5756	4890	377	14	74	3	46	352	5756	224	5532	2776	2556	220
140	51073100302	1400000US51073100302	Census Tract 1003.02	1003.02	5728	4712	431	14	48	5	94	424	5728	258	5470	2355	2213	142
140	51073100400	1400000US51073100400	Census Tract 1004	1004	1469	1258	75	3	11	2	20	100	1469	52	1417	724	614	110
140	51073100500	1400000US51073100500	Census Tract 1005	1005	4064	3618	111	11	34	0	28	262	4064	128	3936	1922	1677	245
140	51075400101	1400000US51075400101	Census Tract 4001.01	4001.01	4468	3751	205	9	233	0	55	215	4468	144	4324	2011	1909	102
140	51075400102	1400000US51075400102	Census Tract 4001.02	4001.02	4072	3360	302	12	144	0	53	201	4072	142	3930	1984	1866	118
140	51075400200	1400000US51075400200	Census Tract 4002	4002	4682	3717	576	14	30	0	150	195	4682	254	4428	1959	1825	134
140	51075400300	1400000US51075400300	Census Tract 4003	4003	886	669	199	0	2	0	6	10	886	28	858	74	57	17
140	51075400400	1400000US51075400400	Census Tract 4004	4004	6141	4520	1144	28	59	3	68	319	6141	174	5967	2525	2314	211
140	51075400500	1400000US51075400500	Census Tract 4005	4005	4478	3285	841	12	26	0	51	263	4478	120	4358	1997	1809	188
140	51077060101	1400000US51077060101	Census Tract 601.01	601.01	2796	2567	63	4	9	0	48	105	2796	87	2709	1591	1261	330
140	51077060102	1400000US51077060102	Census Tract 601.02	601.02	3904	3598	88	3	5	0	59	151	3904	151	3753	2051	1693	358
140	51077060201	1400000US51077060201	Census Tract 602.01	602.01	3862	3047	637	11	4	0	46	117	3862	169	3693	1912	1361	551
140	51077060202	1400000US51077060202	Census Tract 602.02	602.02	2975	2613	112	10	4	2	79	155	2975	155	2820	2064	1344	720
140	51077060300	1400000US51077060300	Census Tract 603	603	1796	1733	4	4	2	0	15	38	1796	34	1762	1306	853	453
140	51079030101	1400000US51079030101	Census Tract 301.01	301.01	4070	3365	331	2	28	0	105	239	4070	185	3885	1894	1584	310
140	51079030102	1400000US51079030102	Census Tract 301.02	301.02	5437	4845	210	2	23	0	67	290	5437	173	5264	2300	2063	237
140	51079030201	1400000US51079030201	Census Tract 302.01	302.01	7563	5454	656	19	364	6	411	653	7563	792	6771	2919	2826	93
140	51079030202	1400000US51079030202	Census Tract 302.02	302.02	3482	2856	250	10	42	0	111	213	3482	180	3302	1351	1287	64
140	51081880101	1400000US51081880101	Census Tract 8801.01	8801.01	4117	1693	2209	18	33	0	15	149	4117	74	4043	1913	1662	251
140	51081880102	1400000US51081880102	Census Tract 8801.02	8801.02	3099	1143	1935	0	0	0	2	19	3099	138	2961	0	0	0
140	51081880200	1400000US51081880200	Census Tract 8802	8802	4175	1528	2513	12	0	0	32	90	4175	64	4111	2088	1780	308
140	51083930100	1400000US51083930100	Census Tract 9301	9301	2701	1637	956	6	4	0	30	68	2701	41	2660	1411	1158	253
140	51083930202	1400000US51083930202	Census Tract 9302.02	9302.02	2370	1099	1168	2	10	1	12	78	2370	44	2326	1250	1006	244
140	51083930203	1400000US51083930203	Census Tract 9302.03	9302.03	2643	1711	840	4	1	0	9	78	2643	17	2626	1475	1173	302
140	51083930204	1400000US51083930204	Census Tract 9302.04	9302.04	2076	1368	615	9	1	1	16	66	2076	21	2055	1010	869	141
140	51083930301	1400000US51083930301	Census Tract 9303.01	9303.01	2416	1561	731	6	5	1	21	91	2416	45	2371	1253	1033	220
140	51083930302	1400000US51083930302	Census Tract 9303.02	9303.02	4380	3029	1126	13	11	2	75	124	4380	116	4264	2191	1919	272
140	51083930400	1400000US51083930400	Census Tract 9304	9304	3511	2808	505	15	14	0	56	113	3511	80	3431	1769	1535	234
140	51083930500	1400000US51083930500	Census Tract 9305	9305	3921	2704	938	8	43	0	76	152	3921	121	3800	1977	1725	252
140	51083930601	1400000US51083930601	Census Tract 9306.01	9306.01	2628	1162	1321	3	30	1	29	82	2628	43	2585	1342	1199	143
140	51083930602	1400000US51083930602	Census Tract 9306.02	9306.02	3033	1411	1500	4	17	0	41	60	3033	57	2976	1385	1219	166
140	51083930800	1400000US51083930800	Census Tract 9308	9308	4343	1930	2091	7	82	0	75	158	4343	175	4168	2212	1862	350
140	51085320100	1400000US51085320100	Census Tract 3201	3201	6343	5383	518	33	26	0	74	309	6343	145	6198	2589	2422	167
140	51085320200	1400000US51085320200	Census Tract 3202	3202	5870	4844	645	20	28	0	55	278	5870	131	5739	2340	2225	115
140	51085320300	1400000US51085320300	Census Tract 3203	3203	4216	3610	307	6	74	0	32	187	4216	91	4125	1688	1621	67
140	51085320400	1400000US51085320400	Census Tract 3204	3204	5120	4027	416	26	124	0	182	345	5120	426	4694	2182	2037	145
140	51085320500	1400000US51085320500	Census Tract 3205	3205	3198	2870	149	10	35	0	20	114	3198	40	3158	1343	1260	83
140	51085320601	1400000US51085320601	Census Tract 3206.01	3206.01	4617	3074	1079	16	85	3	96	264	4617	222	4395	1665	1539	126
140	51085320602	1400000US51085320602	Census Tract 3206.02	3206.02	3256	1998	478	30	35	0	351	364	3256	591	2665	1454	1365	89
140	51085320701	1400000US51085320701	Census Tract 3207.01	3207.01	4639	3840	422	10	86	0	34	247	4639	111	4528	1748	1666	82
140	51085320702	1400000US51085320702	Census Tract 3207.02	3207.02	3237	2632	380	5	25	3	25	167	3237	65	3172	1110	1053	57
140	51085320801	1400000US51085320801	Census Tract 3208.01	3208.01	2618	2129	307	6	34	0	37	105	2618	60	2558	979	949	30
140	51085320803	1400000US51085320803	Census Tract 3208.03	3208.03	7091	5841	466	5	271	0	64	444	7091	177	6914	2412	2371	41
140	51085320804	1400000US51085320804	Census Tract 3208.04	3208.04	5623	4662	361	10	170	0	34	386	5623	146	5477	2015	1961	54
140	51085320805	1400000US51085320805	Census Tract 3208.05	3208.05	3421	2854	234	11	96	0	26	200	3421	88	3333	1316	1277	39
140	51085320901	1400000US51085320901	Census Tract 3209.01	3209.01	6244	5056	408	13	257	6	132	372	6244	213	6031	2374	2284	90
140	51085320902	1400000US51085320902	Census Tract 3209.02	3209.02	2921	2480	230	10	43	0	23	135	2921	83	2838	1124	1093	31
140	51085321001	1400000US51085321001	Census Tract 3210.01	3210.01	3651	3105	259	4	42	0	73	168	3651	133	3518	1634	1534	100
140	51085321003	1400000US51085321003	Census Tract 3210.03	3210.03	2615	2013	330	5	50	0	56	161	2615	111	2504	1032	1013	19
140	51085321004	1400000US51085321004	Census Tract 3210.04	3210.04	5117	4284	320	15	112	2	82	302	5117	179	4938	1937	1898	39
140	51085321100	1400000US51085321100	Census Tract 3211	3211	5938	5051	365	29	110	0	72	311	5938	181	5757	2613	2501	112
140	51085321201	1400000US51085321201	Census Tract 3212.01	3212.01	4505	3733	312	29	75	6	31	319	4505	184	4321	1828	1790	38
140	51085321202	1400000US51085321202	Census Tract 3212.02	3212.02	4114	2839	803	21	43	7	109	292	4114	218	3896	1757	1711	46
140	51085321300	1400000US51085321300	Census Tract 3213	3213	6881	5574	652	40	156	3	58	398	6881	182	6699	2634	2573	61
140	51085321401	1400000US51085321401	Census Tract 3214.01	3214.01	2337	2084	109	5	17	2	12	108	2337	43	2294	905	877	28
140	51085321402	1400000US51085321402	Census Tract 3214.02	3214.02	3407	3083	119	19	27	1	13	145	3407	50	3357	1387	1318	69
140	51087200135	1400000US51087200135	Census Tract 2001.35	2001.35	2316	1818	197	3	103	0	24	171	2316	82	2234	907	893	14
140	51087200136	1400000US51087200136	Census Tract 2001.36	2001.36	3099	2338	283	1	126	0	78	273	3099	260	2839	1527	1460	67
140	51087200137	1400000US51087200137	Census Tract 2001.37	2001.37	2107	1558	288	3	74	1	47	136	2107	96	2011	1043	1001	42
140	51087200138	1400000US51087200138	Census Tract 2001.38	2001.38	3710	3048	260	7	114	0	63	218	3710	181	3529	1737	1672	65
140	51087200139	1400000US51087200139	Census Tract 2001.39	2001.39	4399	3469	353	10	240	0	63	264	4399	173	4226	2015	1940	75
140	51087200140	1400000US51087200140	Census Tract 2001.40	2001.40	5023	3250	389	8	994	3	75	304	5023	218	4805	1951	1832	119
140	51087200141	1400000US51087200141	Census Tract 2001.41	2001.41	2779	1700	144	9	756	1	17	152	2779	127	2652	1105	1069	36
140	51087200142	1400000US51087200142	Census Tract 2001.42	2001.42	4462	3192	196	11	765	0	55	243	4462	180	4282	1648	1600	48
140	51087200143	1400000US51087200143	Census Tract 2001.43	2001.43	2692	2047	105	3	333	2	28	174	2692	98	2594	888	876	12
140	51087200144	1400000US51087200144	Census Tract 2001.44	2001.44	3257	1431	346	8	1198	0	64	210	3257	153	3104	1658	1478	180
