SUMLEV	GEOCODE	GEOID	NAME	BASENAME	total_population_p001	white	black	american_indian	asian	pacific_islander	other	two_or_more	total_population_p002	hispanic	not_hispanic	housing_units_total	housing_units_occupied	housing_units_vacant
140	51013102802	1400000US51013102802	Census Tract 1028.02	1028.02	1317	942	58	3	69	1	59	185	1317	200	1117	508	493	15
140	51013102803	1400000US51013102803	Census Tract 1028.03	1028.03	2748	1048	450	57	400	5	404	384	2748	800	1948	1353	1295	58
140	51013102804	1400000US51013102804	Census Tract 1028.04	1028.04	5339	1640	1027	89	843	4	1007	729	5339	1733	3606	2246	2160	86
140	51013102901	1400000US51013102901	Census Tract 1029.01	1029.01	2904	2220	162	7	131	0	72	312	2904	288	2616	1729	1679	50
140	51013102903	1400000US51013102903	Census Tract 1029.03	1029.03	1625	1266	75	5	66	0	37	176	1625	160	1465	947	902	45
140	51013102904	1400000US51013102904	Census Tract 1029.04	1029.04	3125	1548	535	15	230	1	415	381	3125	730	2395	1847	1724	123
140	51013103000	1400000US51013103000	Census Tract 1030	1030	3390	2770	87	10	90	4	84	345	3390	318	3072	1731	1657	74
140	51001090101	1400000US51001090101	Census Tract 901.01	901.01	1799	1658	17	7	12	0	7	98	1799	46	1753	2026	897	1129
140	51001090102	1400000US51001090102	Census Tract 901.02	901.02	1545	1409	11	6	7	1	15	96	1545	50	1495	2225	783	1442
140	51001090201	1400000US51001090201	Census Tract 902.01	902.01	3990	2958	742	13	28	0	53	196	3990	137	3853	3877	1794	2083
140	51001090202	1400000US51001090202	Census Tract 902.02	902.02	3046	1653	1100	32	35	0	99	127	3046	160	2886	1516	1287	229
140	51001090300	1400000US51001090300	Census Tract 903	903	2093	1400	345	41	9	0	145	153	2093	259	1834	1189	883	306
140	51001090401	1400000US51001090401	Census Tract 904.01	904.01	2455	1033	814	69	14	0	402	123	2455	601	1854	1127	899	228
140	51001090402	1400000US51001090402	Census Tract 904.02	904.02	3281	1229	1195	84	15	0	561	197	3281	809	2472	1485	1203	282
140	51001090500	1400000US51001090500	Census Tract 905	905	2721	1408	754	4	31	1	336	187	2721	472	2249	1305	1079	226
140	51001090600	1400000US51001090600	Census Tract 906	906	3900	2854	723	14	25	1	88	195	3900	189	3711	2400	1829	571
140	51001090700	1400000US51001090700	Census Tract 907	907	5220	2967	1684	10	74	0	246	239	5220	361	4859	2707	2223	484
140	51001090800	1400000US51001090800	Census Tract 908	908	3362	1692	1285	17	5	1	216	146	3362	346	3016	1844	1423	421
140	51001980100	1400000US51001980100	Census Tract 9801	9801	1	0	0	0	0	0	0	1	1	0	1	1	1	0
140	51001980200	1400000US51001980200	Census Tract 9802	9802	0	0	0	0	0	0	0	0	0	0	0	1	1	0
140	51001990100	1400000US51001990100	Census Tract 9901	9901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	51001990200	1400000US51001990200	Census Tract 9902	9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	51003010100	1400000US51003010100	Census Tract 101	101	5147	4668	98	10	59	2	58	252	5147	148	4999	2245	1988	257
140	51003010201	1400000US51003010201	Census Tract 102.01	102.01	5550	4278	491	10	222	3	110	436	5550	315	5235	2148	2042	106
140	51003010202	1400000US51003010202	Census Tract 102.02	102.02	3238	2875	46	7	50	2	58	200	3238	138	3100	1371	1275	96
140	51003010301	1400000US51003010301	Census Tract 103.01	103.01	1939	1224	189	6	204	2	151	163	1939	265	1674	858	807	51
140	51003010302	1400000US51003010302	Census Tract 103.02	103.02	1450	1134	24	0	163	1	26	102	1450	75	1375	526	505	21
140	51003010303	1400000US51003010303	Census Tract 103.03	103.03	5685	4196	310	26	520	0	172	461	5685	414	5271	2226	2103	123
140	51003010401	1400000US51003010401	Census Tract 104.01	104.01	4201	3422	350	19	63	2	72	273	4201	170	4031	2020	1733	287
140	51003010402	1400000US51003010402	Census Tract 104.02	104.02	3605	3084	161	12	85	2	74	187	3605	132	3473	1607	1457	150
140	51003010501	1400000US51003010501	Census Tract 105.01	105.01	3004	2480	121	0	179	1	26	197	3004	71	2933	1274	1197	77
140	51003010502	1400000US51003010502	Census Tract 105.02	105.02	3371	2384	445	5	197	6	107	227	3371	262	3109	1937	1828	109
140	51003010602	1400000US51003010602	Census Tract 106.02	106.02	4409	3275	457	9	242	1	56	369	4409	231	4178	2137	1994	143
140	51003010603	1400000US51003010603	Census Tract 106.03	106.03	2391	1505	345	16	140	0	142	243	2391	304	2087	1078	1027	51
140	51003010604	1400000US51003010604	Census Tract 106.04	106.04	4029	2707	593	6	307	3	121	292	4029	268	3761	1693	1605	88
140	51003010701	1400000US51003010701	Census Tract 107.01	107.01	2862	1309	818	10	256	0	239	230	2862	436	2426	1494	1356	138
140	51003010702	1400000US51003010702	Census Tract 107.02	107.02	3763	1967	758	13	253	0	347	425	3763	666	3097	1628	1551	77
140	51003010801	1400000US51003010801	Census Tract 108.01	108.01	3598	2176	600	17	244	1	282	278	3598	448	3150	1627	1523	104
140	51003010802	1400000US51003010802	Census Tract 108.02	108.02	2404	1378	399	14	103	4	239	267	2404	430	1974	1046	999	47
140	51003010901	1400000US51003010901	Census Tract 109.01	109.01	1746	991	115	0	491	1	36	112	1746	114	1632	864	739	125
140	51003010904	1400000US51003010904	Census Tract 109.04	109.04	6163	2111	795	17	2700	0	310	230	6163	462	5701	598	517	81
140	51003011000	1400000US51003011000	Census Tract 110	110	6612	5812	137	5	219	0	57	382	6612	199	6413	2769	2512	257
140	51003011101	1400000US51003011101	Census Tract 111.01	111.01	2884	2443	124	1	95	5	42	174	2884	111	2773	1280	1200	80
140	51003011102	1400000US51003011102	Census Tract 111.02	111.02	3286	2683	69	3	182	1	88	260	3286	206	3080	1167	1092	75
140	51003011103	1400000US51003011103	Census Tract 111.03	111.03	4608	4042	107	4	161	0	33	261	4608	142	4466	1920	1704	216
140	51003011201	1400000US51003011201	Census Tract 112.01	112.01	4208	3618	168	2	41	1	107	271	4208	190	4018	1873	1630	243
140	51003011202	1400000US51003011202	Census Tract 112.02	112.02	4043	3246	231	15	212	0	93	246	4043	214	3829	1631	1531	100
140	51003011301	1400000US51003011301	Census Tract 113.01	113.01	5127	4356	266	11	61	4	146	283	5127	260	4867	2238	2062	176
140	51003011302	1400000US51003011302	Census Tract 113.02	113.02	5151	2487	738	35	565	5	778	543	5151	1371	3780	2328	2156	172
140	51003011303	1400000US51003011303	Census Tract 113.03	113.03	3791	2838	416	7	182	3	57	288	3791	213	3578	1694	1614	80
140	51003011400	1400000US51003011400	Census Tract 114	114	4130	3177	582	6	26	0	74	265	4130	198	3932	2014	1721	293
140	51005070100	1400000US51005070100	Census Tract 701	701	3662	3087	357	8	11	2	18	179	3662	62	3600	2056	1667	389
140	51005080100	1400000US51005080100	Census Tract 801	801	3198	2941	134	12	9	4	12	86	3198	30	3168	1682	1402	280
140	51005080201	1400000US51005080201	Census Tract 802.01	802.01	2790	2513	104	2	27	0	10	134	2790	44	2746	1375	1207	168
140	51005080202	1400000US51005080202	Census Tract 802.02	802.02	2381	2247	46	2	6	0	11	69	2381	21	2360	1192	1062	130
140	51005080301	1400000US51005080301	Census Tract 803.01	803.01	1854	1739	38	3	4	1	5	64	1854	17	1837	887	782	105
140	51005080302	1400000US51005080302	Census Tract 803.02	803.02	1338	1286	2	0	4	0	2	44	1338	4	1334	742	579	163
140	51007930101	1400000US51007930101	Census Tract 9301.01	9301.01	2634	1939	480	7	6	0	40	162	2634	109	2525	1121	1004	117
140	51007930102	1400000US51007930102	Census Tract 9301.02	9301.02	4475	3374	822	9	24	0	53	193	4475	100	4375	1896	1742	154
140	51007930200	1400000US51007930200	Census Tract 9302	9302	6156	4467	1253	23	35	0	101	277	6156	216	5940	2687	2460	227
140	51009010100	1400000US51009010100	Census Tract 101	101	5103	4188	589	24	17	1	74	210	5103	130	4973	2562	2110	452
140	51009010201	1400000US51009010201	Census Tract 102.01	102.01	4398	3252	757	27	44	1	93	224	4398	153	4245	1861	1678	183
140	51009010202	1400000US51009010202	Census Tract 102.02	102.02	2223	1718	315	22	2	2	20	144	2223	67	2156	1002	880	122
140	51009010300	1400000US51009010300	Census Tract 103	103	3638	3071	279	46	20	2	31	189	3638	57	3581	1592	1458	134
140	51009010401	1400000US51009010401	Census Tract 104.01	104.01	3356	2408	583	33	14	6	53	259	3356	113	3243	1482	1325	157
140	51009010402	1400000US51009010402	Census Tract 104.02	104.02	3089	2333	543	18	32	2	16	145	3089	36	3053	1378	1290	88
140	51009010504	1400000US51009010504	Census Tract 105.04	105.04	4183	2816	955	44	32	3	49	284	4183	87	4096	1882	1758	124
140	51009010505	1400000US51009010505	Census Tract 105.05	105.05	1045	703	233	4	3	4	3	95	1045	33	1012	499	433	66
140	51009010506	1400000US51009010506	Census Tract 105.06	105.06	1585	1045	340	9	11	2	54	124	1585	83	1502	749	681	68
140	51009010600	1400000US51009010600	Census Tract 106	106	2687	1656	806	24	7	4	34	156	2687	79	2608	1225	1133	92
140	51011040101	1400000US51011040101	Census Tract 401.01	401.01	3683	3018	426	16	6	0	37	180	3683	81	3602	1598	1447	151
140	51011040102	1400000US51011040102	Census Tract 401.02	401.02	3524	2485	763	11	32	0	70	163	3524	119	3405	1575	1421	154
140	51011040200	1400000US51011040200	Census Tract 402	402	4535	3425	838	14	4	7	34	213	4535	76	4459	2042	1836	206
140	51011040300	1400000US51011040300	Census Tract 403	403	4377	3330	867	10	4	0	32	134	4377	68	4309	2086	1766	320
140	51013100100	1400000US51013100100	Census Tract 1001	1001	5125	4035	66	8	359	0	91	566	5125	385	4740	1710	1652	58
140	51013100200	1400000US51013100200	Census Tract 1002	1002	6660	5348	94	13	372	1	157	675	6660	493	6167	2202	2118	84
140	51013100300	1400000US51013100300	Census Tract 1003	1003	6199	5070	160	13	299	2	109	546	6199	463	5736	2122	2017	105
140	51013100400	1400000US51013100400	Census Tract 1004	1004	3780	3079	33	7	223	0	84	354	3780	271	3509	1313	1275	38
140	51013100500	1400000US51013100500	Census Tract 1005	1005	5029	3965	122	8	326	2	89	517	5029	364	4665	1729	1671	58
140	51013100600	1400000US51013100600	Census Tract 1006	1006	3285	2438	163	5	237	3	109	330	3285	325	2960	1338	1256	82
140	51013100700	1400000US51013100700	Census Tract 1007	1007	5827	4057	300	21	525	2	266	656	5827	724	5103	2421	2320	101
140	51013100800	1400000US51013100800	Census Tract 1008	1008	1596	714	359	22	155	0	161	185	1596	325	1271	542	510	32
140	51013100900	1400000US51013100900	Census Tract 1009	1009	4406	3189	218	15	343	1	174	466	4406	480	3926	1727	1669	58
140	51013101000	1400000US51013101000	Census Tract 1010	1010	3319	2529	120	7	207	3	123	330	3319	344	2975	1267	1232	35
140	51013101100	1400000US51013101100	Census Tract 1011	1011	5948	4495	147	9	587	1	122	587	5948	410	5538	2279	2201	78
140	51013101200	1400000US51013101200	Census Tract 1012	1012	3897	2531	112	67	322	0	309	556	3897	723	3174	1326	1172	154
140	51013101300	1400000US51013101300	Census Tract 1013	1013	6940	5154	149	24	576	0	194	843	6940	754	6186	2905	2477	428
140	51013101401	1400000US51013101401	Census Tract 1014.01	1014.01	1938	1192	166	12	299	2	77	190	1938	189	1749	1151	1056	95
140	51013101402	1400000US51013101402	Census Tract 1014.02	1014.02	2878	2126	86	9	302	0	48	307	2878	226	2652	1464	1413	51
140	51013101405	1400000US51013101405	Census Tract 1014.05	1014.05	2176	1508	74	2	390	0	41	161	2176	133	2043	1326	1253	73
140	51013101406	1400000US51013101406	Census Tract 1014.06	1014.06	3641	2597	130	5	512	6	88	303	3641	266	3375	2297	2158	139
140	51013101407	1400000US51013101407	Census Tract 1014.07	1014.07	3812	2593	159	5	641	4	79	331	3812	272	3540	2792	2360	432
140	51013101408	1400000US51013101408	Census Tract 1014.08	1014.08	788	566	31	0	85	1	19	86	788	72	716	908	537	371
140	51013101409	1400000US51013101409	Census Tract 1014.09	1014.09	2120	1559	49	2	321	1	30	158	2120	122	1998	1457	1350	107
140	51013101501	1400000US51013101501	Census Tract 1015.01	1015.01	3136	2034	227	15	359	0	212	289	3136	454	2682	1938	1853	85
140	51013101502	1400000US51013101502	Census Tract 1015.02	1015.02	3284	2417	85	7	357	1	82	335	3284	293	2991	1578	1503	75
140	51013101503	1400000US51013101503	Census Tract 1015.03	1015.03	1793	1428	39	4	130	1	24	167	1793	110	1683	751	669	82
140	51013101601	1400000US51013101601	Census Tract 1016.01	1016.01	1362	937	53	0	183	0	39	150	1362	130	1232	706	678	28
140	51013101602	1400000US51013101602	Census Tract 1016.02	1016.02	1654	943	241	7	218	0	72	173	1654	214	1440	1067	1009	58
140	51013101603	1400000US51013101603	Census Tract 1016.03	1016.03	4482	3005	186	5	753	3	126	404	4482	376	4106	2794	2570	224
140	51013101701	1400000US51013101701	Census Tract 1017.01	1017.01	5507	3488	489	19	741	8	252	510	5507	694	4813	3553	2966	587
140	51013101703	1400000US51013101703	Census Tract 1017.03	1017.03	2352	1494	131	5	267	1	203	251	2352	403	1949	1585	1408	177
140	51013101704	1400000US51013101704	Census Tract 1017.04	1017.04	1990	977	148	6	613	2	65	179	1990	190	1800	1720	1427	293
140	51013101705	1400000US51013101705	Census Tract 1017.05	1017.05	4175	2466	299	16	762	0	188	444	4175	497	3678	2500	2264	236
140	51013101801	1400000US51013101801	Census Tract 1018.01	1018.01	3399	2564	76	2	430	0	37	290	3399	227	3172	2049	1953	96
140	51013101803	1400000US51013101803	Census Tract 1018.03	1018.03	4722	3145	274	5	535	2	308	453	4722	625	4097	2340	2224	116
140	51013101804	1400000US51013101804	Census Tract 1018.04	1018.04	2215	1116	221	32	286	1	334	225	2215	569	1646	1199	1132	67
140	51013101805	1400000US51013101805	Census Tract 1018.05	1018.05	3760	2819	104	6	442	0	69	320	3760	271	3489	2433	2215	218
140	51013101900	1400000US51013101900	Census Tract 1019	1019	3183	2488	102	5	225	2	36	325	3183	173	3010	1337	1281	56
140	51013102001	1400000US51013102001	Census Tract 1020.01	1020.01	2802	1313	241	65	367	1	455	360	2802	834	1968	1508	1363	145
140	51013102002	1400000US51013102002	Census Tract 1020.02	1020.02	1243	739	129	29	141	0	109	96	1243	199	1044	573	539	34
140	51013102003	1400000US51013102003	Census Tract 1020.03	1020.03	4820	1958	650	233	441	0	1001	537	4820	1809	3011	2604	2422	182
140	51013102100	1400000US51013102100	Census Tract 1021	1021	2325	1390	111	7	429	1	141	246	2325	314	2011	929	906	23
140	51013102200	1400000US51013102200	Census Tract 1022	1022	7880	1549	1399	210	944	7	2652	1119	7880	4051	3829	2919	2816	103
140	51013102301	1400000US51013102301	Census Tract 1023.01	1023.01	1734	1102	183	3	127	4	139	176	1734	257	1477	619	602	17
140	51013102302	1400000US51013102302	Census Tract 1023.02	1023.02	4668	2214	570	53	357	0	799	675	4668	1420	3248	2088	1882	206
140	51013102400	1400000US51013102400	Census Tract 1024	1024	3617	2203	319	37	333	7	291	427	3617	654	2963	1653	1561	92
140	51013102500	1400000US51013102500	Census Tract 1025	1025	5291	2646	714	89	621	3	540	678	5291	1179	4112	2571	2457	114
140	51013102600	1400000US51013102600	Census Tract 1026	1026	3688	1573	449	29	497	2	738	400	3688	1117	2571	1472	1424	48
140	51013102701	1400000US51013102701	Census Tract 1027.01	1027.01	3579	677	1008	27	521	0	995	351	3579	1332	2247	1501	1362	139
140	51013102702	1400000US51013102702	Census Tract 1027.02	1027.02	1912	874	227	13	220	0	299	279	1912	573	1339	844	836	8
140	51013103100	1400000US51013103100	Census Tract 1031	1031	6207	2037	1931	57	543	10	912	717	6207	1618	4589	2552	2439	113
140	51013103200	1400000US51013103200	Census Tract 1032	1032	5520	2878	596	38	850	9	500	649	5520	1093	4427	2962	2857	105
140	51013103300	1400000US51013103300	Census Tract 1033	1033	2492	929	610	6	522	1	145	279	2492	357	2135	1242	1173	69
140	51013103401	1400000US51013103401	Census Tract 1034.01	1034.01	923	669	125	0	10	1	54	64	923	75	848	206	177	29
140	51013103403	1400000US51013103403	Census Tract 1034.03	1034.03	1328	727	240	8	138	0	38	177	1328	184	1144	1224	894	330
140	51013103404	1400000US51013103404	Census Tract 1034.04	1034.04	1438	944	141	5	171	3	25	149	1438	131	1307	998	914	84
140	51013103405	1400000US51013103405	Census Tract 1034.05	1034.05	3874	2135	477	22	731	12	117	380	3874	349	3525	2625	2274	351
140	51013103501	1400000US51013103501	Census Tract 1035.01	1035.01	3535	1930	272	8	807	1	141	376	3535	430	3105	2546	2341	205
140	51013103503	1400000US51013103503	Census Tract 1035.03	1035.03	5102	2739	522	10	1142	1	154	534	5102	514	4588	3495	3023	472
140	51013103504	1400000US51013103504	Census Tract 1035.04	1035.04	2571	1427	299	4	487	4	65	285	2571	271	2300	1789	1521	268
140	51013103505	1400000US51013103505	Census Tract 1035.05	1035.05	3813	2003	629	8	633	1	109	430	3813	402	3411	2476	2263	213
140	51013103601	1400000US51013103601	Census Tract 1036.01	1036.01	2612	1900	59	13	218	4	106	312	2612	285	2327	1030	984	46
140	51013103602	1400000US51013103602	Census Tract 1036.02	1036.02	1241	630	87	0	337	1	50	136	1241	135	1106	830	758	72
140	51013103700	1400000US51013103700	Census Tract 1037	1037	2626	2060	76	3	144	1	88	254	2626	237	2389	1021	974	47
140	51013103800	1400000US51013103800	Census Tract 1038	1038	4964	2544	1000	14	500	2	290	614	4964	742	4222	2618	2388	230
140	51013980100	1400000US51013980100	Census Tract 9801	9801	12	3	4	0	1	0	0	4	12	4	8	3	3	0
140	51013980200	1400000US51013980200	Census Tract 9802	9802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	51015070100	1400000US51015070100	Census Tract 701	701	3973	3116	690	8	3	0	9	147	3973	138	3835	1430	1139	291
140	51015070200	1400000US51015070200	Census Tract 702	702	3788	3501	33	11	8	0	126	109	3788	193	3595	1577	1432	145
140	51015070300	1400000US51015070300	Census Tract 703	703	6450	5759	97	24	30	1	192	347	6450	453	5997	2561	2449	112
140	51015070400	1400000US51015070400	Census Tract 704	704	5436	4908	123	11	10	4	97	283	5436	204	5232	2314	2169	145
140	51015070500	1400000US51015070500	Census Tract 705	705	5189	4798	156	10	15	0	42	168	5189	89	5100	2238	2092	146
140	51015070601	1400000US51015070601	Census Tract 706.01	706.01	2724	2484	75	2	21	0	45	97	2724	89	2635	1184	1133	51
140	51015070602	1400000US51015070602	Census Tract 706.02	706.02	3646	2830	324	20	43	8	114	307	3646	304	3342	1472	1412	60
140	51015070603	1400000US51015070603	Census Tract 706.03	706.03	4328	3699	319	14	65	3	56	172	4328	120	4208	1705	1606	99
140	51015070701	1400000US51015070701	Census Tract 707.01	707.01	4800	4195	246	16	27	3	77	236	4800	204	4596	1764	1668	96
140	51015070702	1400000US51015070702	Census Tract 707.02	707.02	2250	2031	55	8	5	1	46	104	2250	102	2148	972	923	49
140	51015070801	1400000US51015070801	Census Tract 708.01	708.01	2293	2190	13	5	11	1	8	65	2293	27	2266	1021	959	62
140	51015070802	1400000US51015070802	Census Tract 708.02	708.02	4036	3759	93	5	8	0	24	147	4036	55	3981	1809	1657	152
140	51015070900	1400000US51015070900	Census Tract 709	709	5176	4704	147	7	73	0	38	207	5176	105	5071	2376	2241	135
140	51015071000	1400000US51015071000	Census Tract 710	710	5968	5579	138	8	11	0	18	214	5968	83	5885	2546	2272	274
140	51015071101	1400000US51015071101	Census Tract 711.01	711.01	4817	4134	254	18	29	0	88	294	4817	237	4580	2121	2003	118
140	51015071102	1400000US51015071102	Census Tract 711.02	711.02	6333	5821	128	1	52	9	46	276	6333	136	6197	2587	2485	102
140	51015071201	1400000US51015071201	Census Tract 712.01	712.01	2110	1954	38	10	16	1	28	63	2110	47	2063	1121	874	247
140	51015071202	1400000US51015071202	Census Tract 712.02	712.02	4170	3680	187	7	40	0	49	207	4170	142	4028	1792	1719	73
140	51017920101	1400000US51017920101	Census Tract 9201.01	9201.01	2112	1990	35	0	2	1	4	80	2112	20	2092	1638	947	691
140	51017920102	1400000US51017920102	Census Tract 9201.02	9201.02	2097	1865	81	6	15	1	15	114	2097	53	2044	1601	944	657
140	51019030101	1400000US51019030101	Census Tract 301.01	301.01	7719	6777	405	25	94	3	88	327	7719	175	7544	2982	2834	148
140	51019030103	1400000US51019030103	Census Tract 301.03	301.03	7788	6386	464	24	358	3	80	473	7788	347	7441	3331	3143	188
140	51019030104	1400000US51019030104	Census Tract 301.04	301.04	4450	3735	356	1	57	0	47	254	4450	146	4304	1926	1877	49
140	51019030202	1400000US51019030202	Census Tract 302.02	302.02	6024	5206	416	19	85	1	47	250	6024	99	5925	2637	2439	198
140	51019030203	1400000US51019030203	Census Tract 302.03	302.03	4724	4058	230	5	118	2	26	285	4724	142	4582	1635	1581	54
140	51019030204	1400000US51019030204	Census Tract 302.04	302.04	4365	3810	193	17	75	4	39	227	4365	149	4216	1673	1590	83
140	51019030300	1400000US51019030300	Census Tract 303	303	3620	3147	294	12	7	0	27	133	3620	60	3560	1816	1555	261
140	51019030401	1400000US51019030401	Census Tract 304.01	304.01	2925	2645	136	6	10	2	20	106	2925	47	2878	1451	1293	158
140	51019030403	1400000US51019030403	Census Tract 304.03	304.03	3347	2959	180	13	13	0	34	148	3347	63	3284	1587	1463	124
140	51019030404	1400000US51019030404	Census Tract 304.04	304.04	3480	2722	503	9	13	0	48	185	3480	60	3420	1567	1406	161
140	51019030501	1400000US51019030501	Census Tract 305.01	305.01	4190	3698	258	15	5	2	53	159	4190	121	4069	1958	1734	224
140	51019030503	1400000US51019030503	Census Tract 305.03	305.03	2439	2282	35	3	14	2	23	80	2439	48	2391	2725	1225	1500
140	51019030504	1400000US51019030504	Census Tract 305.04	305.04	2858	2543	128	4	20	3	34	126	2858	72	2786	1888	1246	642
140	51019030601	1400000US51019030601	Census Tract 306.01	306.01	3336	3013	113	11	8	4	29	158	3336	84	3252	1582	1386	196
140	51019030602	1400000US51019030602	Census Tract 306.02	306.02	3610	3331	45	15	14	3	62	140	3610	154	3456	1674	1540	134
140	51019030603	1400000US51019030603	Census Tract 306.03	306.03	2690	2515	34	1	7	1	27	105	2690	58	2632	1250	1160	90
140	51019030604	1400000US51019030604	Census Tract 306.04	306.04	2595	2435	31	6	17	0	13	93	2595	13	2582	1208	1078	130
140	51019030605	1400000US51019030605	Census Tract 306.05	306.05	3161	2914	68	13	15	3	15	133	3161	34	3127	1462	1323	139
140	51019050101	1400000US51019050101	Census Tract 501.01	501.01	2932	1968	680	7	13	4	37	223	2932	76	2856	1452	1321	131
140	51019050102	1400000US51019050102	Census Tract 501.02	501.02	3209	2599	356	5	27	0	36	186	3209	107	3102	1445	1292	153
140	51021040100	1400000US51021040100	Census Tract 401	401	3646	3374	157	0	5	0	3	107	3646	37	3609	1614	1339	275
140	51021040200	1400000US51021040200	Census Tract 402	402	2624	2500	12	0	1	0	4	107	2624	23	2601	1586	1166	420
140	51023040100	1400000US51023040100	Census Tract 401	401	3343	3122	87	8	0	0	7	119	3343	20	3323	1802	1413	389
140	51023040200	1400000US51023040200	Census Tract 402	402	4219	3954	81	7	12	0	26	139	4219	51	4168	2072	1776	296
140	51023040301	1400000US51023040301	Census Tract 403.01	403.01	3002	2653	166	6	28	0	45	104	3002	59	2943	1328	1185	143
140	51023040303	1400000US51023040303	Census Tract 403.03	403.03	4193	3872	97	3	35	0	16	170	4193	91	4102	1854	1728	126
140	51023040304	1400000US51023040304	Census Tract 403.04	403.04	3908	3670	45	7	42	0	11	133	3908	63	3845	1529	1454	75
140	51023040401	1400000US51023040401	Census Tract 404.01	404.01	2236	2070	39	4	4	0	11	108	2236	37	2199	1032	935	97
140	51023040402	1400000US51023040402	Census Tract 404.02	404.02	5030	4289	198	27	68	3	185	260	5030	311	4719	2159	2059	100
140	51023040501	1400000US51023040501	Census Tract 405.01	405.01	6360	5863	166	4	45	0	37	245	6360	109	6251	2502	2411	91
140	51023040502	1400000US51023040502	Census Tract 405.02	405.02	1305	1196	39	4	0	0	13	53	1305	35	1270	610	537	73
140	51025930100	1400000US51025930100	Census Tract 9301	9301	3382	1689	1565	15	12	0	27	74	3382	51	3331	1812	1492	320
140	51025930201	1400000US51025930201	Census Tract 9302.01	9302.01	2101	695	1300	0	3	0	57	46	2101	70	2031	904	764	140
140	51025930202	1400000US51025930202	Census Tract 9302.02	9302.02	1595	365	1217	0	3	0	0	10	1595	61	1534	2	2	0
140	51025930203	1400000US51025930203	Census Tract 9302.03	9302.03	3848	1066	2578	2	12	5	62	123	3848	88	3760	1993	1679	314
140	51025930301	1400000US51025930301	Census Tract 9303.01	9303.01	1604	871	686	0	2	0	10	35	1604	19	1585	1304	754	550
140	51025930302	1400000US51025930302	Census Tract 9303.02	9303.02	3319	1867	1261	6	12	0	58	115	3319	98	3221	1878	1500	378
140	51027010100	1400000US51027010100	Census Tract 101	101	4401	4154	155	0	14	1	4	73	4401	9	4392	2148	1792	356
140	51027010200	1400000US51027010200	Census Tract 102	102	2558	2541	0	0	0	1	0	16	2558	15	2543	1357	1149	208
140	51027010300	1400000US51027010300	Census Tract 103	103	2852	2805	1	0	9	0	3	34	2852	20	2832	1468	1227	241
140	51027010400	1400000US51027010400	Census Tract 104	104	2032	1946	8	2	7	0	3	66	2032	30	2002	1242	959	283
140	51027010500	1400000US51027010500	Census Tract 105	105	1184	1132	0	5	0	0	3	44	1184	10	1174	660	527	133
140	51027010600	1400000US51027010600	Census Tract 106	106	3951	3411	451	2	20	2	5	60	3951	69	3882	1623	1343	280
140	51027010700	1400000US51027010700	Census Tract 107	107	3377	3310	3	6	1	0	2	55	3377	24	3353	1825	1486	339
140	51029930101	1400000US51029930101	Census Tract 9301.01	9301.01	3791	2493	1027	10	20	1	31	209	3791	75	3716	1927	1572	355
140	51029930102	1400000US51029930102	Census Tract 9301.02	9301.02	2927	1632	1131	12	4	0	18	130	2927	45	2882	1394	1208	186
140	51029930201	1400000US51029930201	Census Tract 9302.01	9302.01	5526	3119	2237	19	14	5	19	113	5526	163	5363	1590	1369	221
140	51029930202	1400000US51029930202	Census Tract 9302.02	9302.02	4580	3244	1040	10	21	1	71	193	4580	130	4450	2222	1842	380
140	51031020101	1400000US51031020101	Census Tract 201.01	201.01	5718	4518	811	30	26	0	64	269	5718	128	5590	2522	2350	172
140	51031020102	1400000US51031020102	Census Tract 201.02	201.02	4635	3788	563	13	15	1	45	210	4635	89	4546	1977	1797	180
140	51031020200	1400000US51031020200	Census Tract 202	202	5655	4501	587	24	80	0	133	330	5655	257	5398	2387	2176	211
140	51031020300	1400000US51031020300	Census Tract 203	203	3938	3267	321	7	74	1	70	198	3938	128	3810	1694	1629	65
140	51031020401	1400000US51031020401	Census Tract 204.01	204.01	5253	3838	685	19	120	2	230	359	5253	439	4814	2525	2366	159
140	51031020402	1400000US51031020402	Census Tract 204.02	204.02	3422	2757	310	10	89	4	46	206	3422	117	3305	1567	1466	101
140	51031020403	1400000US51031020403	Census Tract 204.03	204.03	6119	4914	637	24	105	2	115	322	6119	242	5877	2495	2356	139
140	51031020500	1400000US51031020500	Census Tract 205	205	7065	5679	836	31	56	3	86	374	7065	185	6880	3183	2956	227
140	51031020600	1400000US51031020600	Census Tract 206	206	3604	2907	525	5	11	2	23	131	3604	49	3555	1807	1572	235
140	51031020700	1400000US51031020700	Census Tract 207	207	3378	2151	987	3	25	0	40	172	3378	83	3295	1637	1474	163
140	51031020800	1400000US51031020800	Census Tract 208	208	3321	2425	722	10	1	0	39	124	3321	46	3275	1523	1337	186
140	51031020900	1400000US51031020900	Census Tract 209	209	3588	2575	848	16	2	0	37	110	3588	52	3536	1743	1476	267
140	51033030100	1400000US51033030100	Census Tract 301	301	4130	2697	706	12	34	4	409	268	4130	521	3609	1673	1515	158
140	51033030201	1400000US51033030201	Census Tract 302.01	302.01	2870	1529	1007	7	47	0	75	205	2870	156	2714	1078	1023	55
